"","time","Q_BVR_m3.d"
"785",2015-02-24,6203.93102493795
"786",2015-02-25,4342.75171745657
"787",2015-02-26,6208.42178121949
"788",2015-02-27,4345.89524685365
"789",2015-02-28,3042.12667279755
"790",2015-03-01,2129.48867095829
"791",2015-03-02,1490.6420696708
"792",2015-03-03,1043.44944876956
"793",2015-03-04,11915.0189138262
"794",2015-03-05,27325.9760396783
"795",2015-03-06,19128.1832277748
"796",2015-03-07,13389.7282594424
"797",2015-03-08,18541.0940379388
"798",2015-03-09,15326.9534808898
"799",2015-03-10,10728.8674366229
"800",2015-03-11,7613.37356029116
"801",2015-03-12,5329.36149220381
"802",2015-03-13,6772.71743503219
"803",2015-03-14,6785.40040452253
"804",2015-03-15,4749.78028316577
"805",2015-03-16,3324.84619821604
"806",2015-03-17,2327.39233875123
"807",2015-03-18,1629.17463712586
"808",2015-03-19,8171.33237643275
"809",2015-03-20,7280.23983512793
"810",2015-03-21,5096.16788458955
"811",2015-03-22,3567.31751921269
"812",2015-03-23,2497.12226344888
"813",2015-03-24,1747.98558441422
"814",2015-03-25,1223.58990908995
"815",2015-03-26,9345.17932449271
"816",2015-03-27,12379.7704271449
"817",2015-03-28,8665.83929900143
"818",2015-03-29,6066.087509301
"819",2015-03-30,4246.2612565107
"820",2015-03-31,2972.38287955749
"821",2015-04-01,2080.66801569024
"822",2015-04-02,1456.46761098317
"823",2015-04-03,1019.52732768822
"824",2015-04-04,713.669129381753
"825",2015-04-05,499.568390567227
"826",2015-04-06,349.697873397059
"827",2015-04-07,3829.18744823459
"828",2015-04-08,3234.43042483207
"829",2015-04-09,9774.99097057165
"830",2015-04-10,6842.49367940015
"831",2015-04-11,4789.74557558011
"832",2015-04-12,3352.82190290608
"833",2015-04-13,2346.97533203425
"834",2015-04-14,14657.440316058
"835",2015-04-15,10260.2082212406
"836",2015-04-16,11469.4955935995
"837",2015-04-17,8028.64691551965
"838",2015-04-18,5620.05284086375
"839",2015-04-19,35378.4432832934
"840",2015-04-20,28292.6264983054
"841",2015-04-21,19804.8385488138
"842",2015-04-22,13863.3869841696
"843",2015-04-23,9704.37088891874
"844",2015-04-24,6793.05962224312
"845",2015-04-25,8263.80971995172
"846",2015-04-26,9440.59466999994
"847",2015-04-27,6608.41626899996
"848",2015-04-28,4625.89138829997
"849",2015-04-29,3238.12397180998
"850",2015-04-30,4929.22082252191
"851",2015-05-01,7826.61483908216
"852",2015-05-02,5478.63038735751
"853",2015-05-03,3835.04127115026
"854",2015-05-04,2684.52888980518
"855",2015-05-05,1879.17022286363
"856",2015-05-06,5840.86977981135
"857",2015-05-07,4088.60884586794
"858",2015-05-08,2862.02619210756
"859",2015-05-09,2003.41833447529
"860",2015-05-10,1402.39283413271
"861",2015-05-11,981.674983892894
"862",2015-05-12,687.172488725026
"863",2015-05-13,481.020742107518
"864",2015-05-14,336.714519475263
"865",2015-05-15,235.700163632684
"866",2015-05-16,164.990114542879
"867",2015-05-17,2207.94441377813
"868",2015-05-18,3757.24328126472
"869",2015-05-19,2630.07029688531
"870",2015-05-20,1841.04920781971
"871",2015-05-21,3711.77480302373
"872",2015-05-22,2598.24236211661
"873",2015-05-23,1818.76965348163
"874",2015-05-24,1273.13875743714
"875",2015-05-25,891.197130205998
"876",2015-05-26,623.837991144199
"877",2015-05-27,436.686593800939
"878",2015-05-28,305.680615660658
"879",2015-05-29,213.97643096246
"880",2015-05-30,149.783501673722
"881",2015-05-31,4400.21877007621
"882",2015-06-01,15229.5546747021
"883",2015-06-02,38569.1928396444
"884",2015-06-03,32356.270587751
"885",2015-06-04,23432.9480114257
"886",2015-06-05,16403.063607998
"887",2015-06-06,11482.1445255986
"888",2015-06-07,8037.50116791903
"889",2015-06-08,12293.0317321902
"890",2015-06-09,8605.12221253313
"891",2015-06-10,6023.58554877319
"892",2015-06-11,4216.50988414124
"893",2015-06-12,2951.55691889887
"894",2015-06-13,2066.08984322921
"895",2015-06-14,1446.26289026044
"896",2015-06-15,1012.38402318231
"897",2015-06-16,708.668816227618
"898",2015-06-17,12255.8276254089
"899",2015-06-18,9924.53632369698
"900",2015-06-19,6947.17542658789
"901",2015-06-20,4863.02279861152
"902",2015-06-21,3404.11595902806
"903",2015-06-22,2382.88117131965
"904",2015-06-23,1668.01681992375
"905",2015-06-24,1167.61177394663
"906",2015-06-25,817.328241762638
"907",2015-06-26,1983.37382164498
"908",2015-06-27,15351.7961704338
"909",2015-06-28,10746.2573193037
"910",2015-06-29,7522.38012351258
"911",2015-06-30,5265.66608645881
"912",2015-07-01,3685.96626052116
"913",2015-07-02,2580.17638236482
"914",2015-07-03,5107.98620435664
"915",2015-07-04,3575.59034304965
"916",2015-07-05,4004.88725180468
"917",2015-07-06,20737.2698203478
"918",2015-07-07,14516.0888742434
"919",2015-07-08,10161.2622119704
"920",2015-07-09,7112.88354837928
"921",2015-07-10,4979.01848386549
"922",2015-07-11,3639.77238685624
"923",2015-07-12,10813.0436893253
"924",2015-07-13,26256.291707353
"925",2015-07-14,18379.4041951471
"926",2015-07-15,12865.582936603
"927",2015-07-16,9005.90805562207
"928",2015-07-17,6304.13563893545
"929",2015-07-18,4412.89494725482
"930",2015-07-19,3089.02646307837
"931",2015-07-20,2162.31852415486
"932",2015-07-21,1513.6229669084
"933",2015-07-22,1059.53607683588
"934",2015-07-23,741.675253785117
"935",2015-07-24,519.172677649582
"936",2015-07-25,363.420874354707
"937",2015-07-26,254.394612048295
"938",2015-07-27,178.076228433807
"939",2015-07-28,543.185428772713
"940",2015-07-29,380.229800140899
"941",2015-07-30,266.160860098629
"942",2015-07-31,186.312602069041
"943",2015-08-01,130.418821448328
"944",2015-08-02,91.2931750138299
"945",2015-08-03,63.9052225096809
"946",2015-08-04,44.7336557567766
"947",2015-08-05,31.3135590297436
"948",2015-08-06,2708.53619801362
"949",2015-08-07,1895.97533860954
"950",2015-08-08,1327.18273702668
"951",2015-08-09,929.027915918673
"952",2015-08-10,23708.0491476466
"953",2015-08-11,16736.1731651019
"954",2015-08-12,11715.3212155713
"955",2015-08-13,8200.72485089992
"956",2015-08-14,5740.50739562994
"957",2015-08-15,4018.35517694096
"958",2015-08-16,4413.92474326369
"959",2015-08-17,3089.74732028458
"960",2015-08-18,3397.52245113594
"961",2015-08-19,8291.50446168108
"962",2015-08-20,5804.05312317676
"963",2015-08-21,4062.83718622373
"964",2015-08-22,2843.98603035661
"965",2015-08-23,1990.79022124963
"966",2015-08-24,1393.55315487474
"967",2015-08-25,975.487208412318
"968",2015-08-26,682.841045888623
"969",2015-08-27,477.988732122036
"970",2015-08-28,334.592112485425
"971",2015-08-29,234.214478739798
"972",2015-08-30,163.950135117858
"973",2015-08-31,114.765094582501
"974",2015-09-01,80.3355662077505
"975",2015-09-02,56.2348963454254
"976",2015-09-03,39.3644274417978
"977",2015-09-04,11209.448702481
"978",2015-09-05,7846.6140917367
"979",2015-09-06,5492.62986421569
"980",2015-09-07,3844.84090495098
"981",2015-09-08,2691.38863346569
"982",2015-09-09,4394.64576931598
"983",2015-09-10,3076.25203852119
"984",2015-09-11,2153.37642696483
"985",2015-09-12,1507.36349887538
"986",2015-09-13,1055.15444921277
"987",2015-09-14,738.608114448937
"988",2015-09-15,517.025680114256
"989",2015-09-16,361.917976079979
"990",2015-09-17,253.342583255985
"991",2015-09-18,177.33980827919
"992",2015-09-19,124.137865795433
"993",2015-09-20,86.896506056803
"994",2015-09-21,23423.7443414955
"995",2015-09-22,16396.6210390468
"996",2015-09-23,11477.6347273328
"997",2015-09-24,8034.34430913295
"998",2015-09-25,10030.475477597
"999",2015-09-26,35517.2727936991
"1000",2015-09-27,59907.8491555894
"1001",2015-09-28,43972.5016089126
"1002",2015-09-29,78184.8887262388
"1003",2015-09-30,54729.4221083672
"1004",2015-10-01,38310.595475857
"1005",2015-10-02,44766.4212558611
"1006",2015-10-03,53428.6796791028
"1007",2015-10-04,39697.4973753719
"1008",2015-10-05,27788.2481627603
"1009",2015-10-06,19451.7737139322
"1010",2015-10-07,13616.2415997526
"1011",2015-10-08,9531.3691198268
"1012",2015-10-09,11393.814487122
"1013",2015-10-10,9846.20166370634
"1014",2015-10-11,6892.34116459444
"1015",2015-10-12,4824.63881521611
"1016",2015-10-13,3377.24717065128
"1017",2015-10-14,2364.07301945589
"1018",2015-10-15,1654.85111361913
"1019",2015-10-16,1158.39577953339
"1020",2015-10-17,810.877045673372
"1021",2015-10-18,567.61393197136
"1022",2015-10-19,397.329752379952
"1023",2015-10-20,278.130826665966
"1024",2015-10-21,194.691578666176
"1025",2015-10-22,136.284105066324
"1026",2015-10-23,95.3988735464265
"1027",2015-10-24,66.7792114824985
"1028",2015-10-25,46.745448037749
"1029",2015-10-26,32.7218136264243
"1030",2015-10-27,23613.1497527936
"1031",2015-10-28,38370.5092269555
"1032",2015-10-29,26859.3564588688
"1033",2015-10-30,18801.5495212082
"1034",2015-10-31,13161.0846648457
"1035",2015-11-01,9212.75926539202
"1036",2015-11-02,7534.73882418667
"1037",2015-11-03,5274.31717693067
"1038",2015-11-04,3692.02202385147
"1039",2015-11-05,2584.41541669603
"1040",2015-11-06,1809.09079168722
"1041",2015-11-07,2970.7535336398
"1042",2015-11-08,2079.52747354786
"1043",2015-11-09,24176.87093002
"1044",2015-11-10,17625.784451014
"1045",2015-11-11,12338.0491157098
"1046",2015-11-12,8636.63438099686
"1047",2015-11-13,6045.6440666978
"1048",2015-11-14,4231.95084668846
"1049",2015-11-15,2962.36559268192
"1050",2015-11-16,2073.65591487735
"1051",2015-11-17,1451.55914041414
"1052",2015-11-18,10429.337753492
"1053",2015-11-19,29119.3678558194
"1054",2015-11-20,20383.5574990736
"1055",2015-11-21,14268.4902493515
"1056",2015-11-22,9987.94317454604
"1057",2015-11-23,6991.56022218223
"1058",2015-11-24,4894.09215552756
"1059",2015-11-25,3425.86450886929
"1060",2015-11-26,2398.1051562085
"1061",2015-11-27,1678.67360934595
"1062",2015-11-28,1175.07152654217
"1063",2015-11-29,1848.88574374146
"1064",2015-11-30,12072.9415607859
"1065",2015-12-01,24036.0164641751
"1066",2015-12-02,25501.1515249226
"1067",2015-12-03,17850.8060674458
"1068",2015-12-04,12495.5642472121
"1069",2015-12-05,8746.89497304845
"1070",2015-12-06,6122.82648113391
"1071",2015-12-07,4616.50796215711
"1072",2015-12-08,3231.55557350998
"1073",2015-12-09,2262.08890145699
"1074",2015-12-10,1583.46223101989
"1075",2015-12-11,1108.42356171392
"1076",2015-12-12,775.896493199746
"1077",2015-12-13,543.127545239823
"1078",2015-12-14,514.928254984316
"1079",2015-12-15,360.449778489021
"1080",2015-12-16,252.314844942315
"1081",2015-12-17,13949.9954686215
"1082",2015-12-18,9764.99682803509
"1083",2015-12-19,6835.49777962456
"1084",2015-12-20,4784.84844573719
"1085",2015-12-21,3606.93130692902
"1086",2015-12-22,5608.43748994571
"1087",2015-12-23,13666.113042962
"1088",2015-12-24,20428.5015300734
"1089",2015-12-25,16435.2946710514
"1090",2015-12-26,11904.861869736
"1091",2015-12-27,8333.40330881518
"1092",2015-12-28,9869.89246266052
"1093",2015-12-29,9713.55512386236
"1094",2015-12-30,8525.14258670366
"1095",2015-12-31,5967.59981069256
"1096",2016-01-01,4177.31986748479
"1097",2016-01-02,2924.12390723935
"1098",2016-01-03,2046.88673506755
"1099",2016-01-04,1432.82071454728
"1100",2016-01-05,1002.9745001831
"1101",2016-01-06,702.082150128169
"1102",2016-01-07,491.457505089718
"1103",2016-01-08,2202.85817327577
"1104",2016-01-09,10187.7697336051
"1105",2016-01-10,9581.26821352355
"1106",2016-01-11,6706.88774946649
"1107",2016-01-12,4694.82142462654
"1108",2016-01-13,3286.37499723858
"1109",2016-01-14,2300.46249806701
"1110",2016-01-15,9188.48738469225
"1111",2016-01-16,6431.94116928458
"1112",2016-01-17,4732.75348987555
"1113",2016-01-18,3312.92744291289
"1114",2016-01-19,2319.04921003902
"1115",2016-01-20,1623.33444702732
"1116",2016-01-21,1136.33411291912
"1117",2016-01-22,21966.632410909
"1118",2016-01-23,20174.9815271193
"1119",2016-01-24,14122.4870689835
"1120",2016-01-25,9885.74094828845
"1121",2016-01-26,6920.01866380192
"1122",2016-01-27,4844.01306466134
"1123",2016-01-28,3390.80914526294
"1124",2016-01-29,2373.56640168406
"1125",2016-01-30,1661.49648117884
"1126",2016-01-31,1388.89701780892
"1127",2016-02-01,16722.8577300873
"1128",2016-02-02,17131.3080817468
"1129",2016-02-03,31375.3548572228
"1130",2016-02-04,21962.7484000559
"1131",2016-02-05,15373.9238800392
"1132",2016-02-06,10761.7467160274
"1133",2016-02-07,7533.22270121919
"1134",2016-02-08,5429.27187677251
"1135",2016-02-09,3800.49031374076
"1136",2016-02-10,2660.34321961853
"1137",2016-02-11,1862.24025373297
"1138",2016-02-12,1303.56817761308
"1139",2016-02-13,912.497724329156
"1140",2016-02-14,1557.18307715458
"1141",2016-02-15,17769.1333584251
"1142",2016-02-16,31425.4368889639
"1143",2016-02-17,21997.8058222747
"1144",2016-02-18,15398.4640755923
"1145",2016-02-19,10778.9248529146
"1146",2016-02-20,11601.4376603075
"1147",2016-02-21,36416.7475265553
"1148",2016-02-22,25491.7232685887
"1149",2016-02-23,27469.8580093099
"1150",2016-02-24,30491.2788902669
"1151",2016-02-25,21343.8952231868
"1152",2016-02-26,14940.7266562308
"1153",2016-02-27,10458.5086593616
"1154",2016-02-28,7320.95606155309
"1155",2016-02-29,5124.66924308716
"1156",2016-03-01,6090.94064461446
"1157",2016-03-02,4263.65845123012
"1158",2016-03-03,3322.22443581158
"1159",2016-03-04,2325.55710506811
"1160",2016-03-05,1627.88997354768
"1161",2016-03-06,1139.52298148337
"1162",2016-03-07,797.666087038362
"1163",2016-03-08,558.366260926853
"1164",2016-03-09,390.856382648797
"1165",2016-03-10,273.599467854158
"1166",2016-03-11,191.519627497911
"1167",2016-03-12,134.063739248537
"1168",2016-03-13,2022.83350325658
"1169",2016-03-14,17878.0142597885
"1170",2016-03-15,12514.6099818519
"1171",2016-03-16,8760.22698729635
"1172",2016-03-17,6132.15889110744
"1173",2016-03-18,4292.51122377521
"1174",2016-03-19,7620.86155908908
"1175",2016-03-20,5334.60309136235
"1176",2016-03-21,3734.22216395365
"1177",2016-03-22,2613.95551476755
"1178",2016-03-23,1829.76886033729
"1179",2016-03-24,1280.8382022361
"1180",2016-03-25,896.586741565271
"1181",2016-03-26,627.61071909569
"1182",2016-03-27,1078.2975752064
"1183",2016-03-28,3114.831223127
"1184",2016-03-29,2180.3818561889
"1185",2016-03-30,1526.26729933223
"1186",2016-03-31,1068.38710953256
"1187",2016-04-01,3900.79444436125
"1188",2016-04-02,2730.55611105288
"1189",2016-04-03,1911.38927773701
"1190",2016-04-04,1337.97249441591
"1191",2016-04-05,936.580746091137
"1192",2016-04-06,655.606522263796
"1193",2016-04-07,2455.98568025947
"1194",2016-04-08,1719.18997618163
"1195",2016-04-09,1203.43298332714
"1196",2016-04-10,842.403088328998
"1197",2016-04-11,589.682161830299
"1198",2016-04-12,412.777513281209
"1199",2016-04-13,288.944259296846
"1200",2016-04-14,202.260981507793
"1201",2016-04-15,141.582687055455
"1202",2016-04-16,99.1078809388183
"1203",2016-04-17,69.3755166571728
"1204",2016-04-18,48.562861660021
"1205",2016-04-19,33.9940031620147
"1206",2016-04-20,23.7958022134103
"1207",2016-04-21,16.6570615493872
"1208",2016-04-22,5906.38683545166
"1209",2016-04-23,4134.47078481616
"1210",2016-04-24,2894.12954937131
"1211",2016-04-25,2025.89068455992
"1212",2016-04-26,1418.12347919194
"1213",2016-04-27,3547.00862295701
"1214",2016-04-28,5469.47673906915
"1215",2016-04-29,3828.6337173484
"1216",2016-04-30,3690.00700360107
"1217",2016-05-01,18903.7208712137
"1218",2016-05-02,16740.8442098496
"1219",2016-05-03,11718.5909468947
"1220",2016-05-04,8203.0136628263
"1221",2016-05-05,18748.8098874441
"1222",2016-05-06,13124.1669212109
"1223",2016-05-07,9186.9168448476
"1224",2016-05-08,6430.84179139332
"1225",2016-05-09,4501.58925397532
"1226",2016-05-10,4223.87828398827
"1227",2016-05-11,15227.621396132
"1228",2016-05-12,15485.7181772924
"1229",2016-05-13,10840.0027241047
"1230",2016-05-14,7588.00190687329
"1231",2016-05-15,5311.6013348113
"1232",2016-05-16,3718.12093436791
"1233",2016-05-17,3685.2644465965
"1234",2016-05-18,2579.68511261755
"1235",2016-05-19,1805.77957883229
"1236",2016-05-20,2803.66154076213
"1237",2016-05-21,9884.74412297122
"1238",2016-05-22,6919.32088607985
"1239",2016-05-23,4843.5246202559
"1240",2016-05-24,3390.46723417913
"1241",2016-05-25,2373.32706392539
"1242",2016-05-26,1661.32894474777
"1243",2016-05-27,1162.93026132344
"1244",2016-05-28,814.051182926409
"1245",2016-05-29,4808.7019693649
"1246",2016-05-30,3366.09137855543
"1247",2016-05-31,2356.2639649888
"1248",2016-06-01,1649.38477549216
"1249",2016-06-02,2258.84404417719
"1250",2016-06-03,1581.19083092403
"1251",2016-06-04,8395.08585812446
"1252",2016-06-05,5876.56010068712
"1253",2016-06-06,4113.59207048098
"1254",2016-06-07,2879.51444933669
"1255",2016-06-08,2015.66011453568
"1256",2016-06-09,1410.96208017498
"1257",2016-06-10,987.673456122485
"1258",2016-06-11,691.371419285739
"1259",2016-06-12,483.959993500017
"1260",2016-06-13,338.771995450012
"1261",2016-06-14,237.140396815009
"1262",2016-06-15,19958.8182640497
"1263",2016-06-16,18981.158202635
"1264",2016-06-17,13286.8107418445
"1265",2016-06-18,9300.76751929116
"1266",2016-06-19,6510.53726350381
"1267",2016-06-20,4557.37608445267
"1268",2016-06-21,3190.16325911687
"1269",2016-06-22,2233.11428138181
"1270",2016-06-23,30564.603787297
"1271",2016-06-24,24038.8646511079
"1272",2016-06-25,16827.2052557755
"1273",2016-06-26,11779.0436790429
"1274",2016-06-27,9264.62767471848
"1275",2016-06-28,6485.23937230294
"1276",2016-06-29,4539.66756061206
"1277",2016-06-30,3177.76729242844
"1278",2016-07-01,2224.43710469991
"1279",2016-07-02,8670.38412031954
"1280",2016-07-03,6069.26888422368
"1281",2016-07-04,15354.226897253
"1282",2016-07-05,10747.9588280771
"1283",2016-07-06,7523.57117965397
"1284",2016-07-07,5266.49982575778
"1285",2016-07-08,3929.13186076775
"1286",2016-07-09,2750.39230253743
"1287",2016-07-10,1925.2746117762
"1288",2016-07-11,1347.69222824334
"1289",2016-07-12,8520.51861187452
"1290",2016-07-13,5964.36302831216
"1291",2016-07-14,4175.05411981851
"1292",2016-07-15,2922.53788387296
"1293",2016-07-16,2045.77651871107
"1294",2016-07-17,1432.04356309775
"1295",2016-07-18,1002.43049416842
"1296",2016-07-19,701.701345917898
"1297",2016-07-20,491.190942142528
"1298",2016-07-21,343.83365949977
"1299",2016-07-22,240.683561649839
"1300",2016-07-23,168.478493154887
"1301",2016-07-24,117.934945208421
"1302",2016-07-25,1987.82668993571
"1303",2016-07-26,1391.47868295499
"1304",2016-07-27,7884.76500171294
"1305",2016-07-28,20343.1724656678
"1306",2016-07-29,14240.2207259674
"1307",2016-07-30,9968.15450817721
"1308",2016-07-31,14188.1351199897
"1309",2016-08-01,9931.69458399276
"1310",2016-08-02,13012.8765942076
"1311",2016-08-03,23167.8500159453
"1312",2016-08-04,23629.4990111617
"1313",2016-08-05,22826.2793078132
"1314",2016-08-06,15978.3955154693
"1315",2016-08-07,11184.8768608285
"1316",2016-08-08,9385.3685025668
"1317",2016-08-09,8977.75808345193
"1318",2016-08-10,6284.43065841635
"1319",2016-08-11,4399.10146089145
"1320",2016-08-12,3079.37102262401
"1321",2016-08-13,2155.55971583681
"1322",2016-08-14,1508.89180108577
"1323",2016-08-15,8953.34439387677
"1324",2016-08-16,6267.34107571374
"1325",2016-08-17,4387.13875299962
"1326",2016-08-18,3070.99712709973
"1327",2016-08-19,2149.69798896981
"1328",2016-08-20,2820.61446532766
"1329",2016-08-21,2449.60002943536
"1330",2016-08-22,1714.72002060475
"1331",2016-08-23,1200.30401442333
"1332",2016-08-24,840.212810096329
"1333",2016-08-25,588.14896706743
"1334",2016-08-26,411.704276947201
"1335",2016-08-27,288.192993863041
"1336",2016-08-28,201.735095704129
"1337",2016-08-29,141.21456699289
"1338",2016-08-30,98.850196895023
"1339",2016-08-31,8342.9419703393
"1340",2016-09-01,9715.9266093692
"1341",2016-09-02,6801.14862655844
"1342",2016-09-03,4760.80403859091
"1343",2016-09-04,3332.56282701364
"1344",2016-09-05,2332.79397890954
"1345",2016-09-06,1632.95578523668
"1346",2016-09-07,1143.06904966568
"1347",2016-09-08,800.148334765974
"1348",2016-09-09,560.103834336182
"1349",2016-09-10,392.072684035327
"1350",2016-09-11,274.450878824729
"1351",2016-09-12,192.11561517731
"1352",2016-09-13,134.480930624117
"1353",2016-09-14,94.1366514368821
"1354",2016-09-15,65.8956560058174
"1355",2016-09-16,46.1269592040722
"1356",2016-09-17,32.2888714428505
"1357",2016-09-18,22.6022100099954
"1358",2016-09-19,7031.61417361723
"1359",2016-09-20,4922.12992153206
"1360",2016-09-21,3445.49094507244
"1361",2016-09-22,2411.84366155071
"1362",2016-09-23,1688.2905630855
"1363",2016-09-24,1181.80339415985
"1364",2016-09-25,827.262375911893
"1365",2016-09-26,9265.18087952485
"1366",2016-09-27,12835.5814112974
"1367",2016-09-28,27151.0169175414
"1368",2016-09-29,31975.493042279
"1369",2016-09-30,40497.5813295953
"1370",2016-10-01,28348.3069307167
"1371",2016-10-02,19843.8148515017
"1372",2016-10-03,13890.6703960512
"1373",2016-10-04,9723.46927723584
"1374",2016-10-05,6806.42849406509
"1375",2016-10-06,4764.49994584556
"1376",2016-10-07,40343.573831586
"1377",2016-10-08,62464.8376821102
"1378",2016-10-09,43725.3863774772
"1379",2016-10-10,30607.770464234
"1380",2016-10-11,21425.4393249638
"1381",2016-10-12,14997.8075274747
"1382",2016-10-13,10498.4652692323
"1383",2016-10-14,7348.92568846259
"1384",2016-10-15,5144.24798192381
"1385",2016-10-16,3600.97358734667
"1386",2016-10-17,2520.68151114267
"1387",2016-10-18,1764.47705779987
"1388",2016-10-19,1235.13394045991
"1389",2016-10-20,864.593758321935
"1390",2016-10-21,1354.1360238661
"1391",2016-10-22,947.895216706269
"1392",2016-10-23,663.526651694388
"1393",2016-10-24,464.468656186072
"1394",2016-10-25,325.12805933025
"1395",2016-10-26,227.589641531175
"1396",2016-10-27,159.312749071823
"1397",2016-10-28,111.518924350276
"1398",2016-10-29,78.0632470451931
"1399",2016-10-30,54.6442729316352
"1400",2016-10-31,38.2509910521446
"1401",2016-11-01,26.7756937365012
"1402",2016-11-02,18.7429856155509
"1403",2016-11-03,13.1200899308856
"1404",2016-11-04,9.18406295161992
"1405",2016-11-05,6.42884406613395
"1406",2016-11-06,4.50019084629376
"1407",2016-11-07,3.15013359240563
"1408",2016-11-08,2.20509351468394
"1409",2016-11-09,1.54356546027876
"1410",2016-11-10,1.08049582219513
"1411",2016-11-11,0.756347075536593
"1412",2016-11-12,0.529442952875615
"1413",2016-11-13,0.37061006701293
"1414",2016-11-14,0.259427046909051
"1415",2016-11-15,0.181598932836336
"1416",2016-11-16,0.127119252985435
"1417",2016-11-17,0.0889834770898046
"1418",2016-11-18,0.0622884339628632
"1419",2016-11-19,0.0436019037740043
"1420",2016-11-20,0.030521332641803
"1421",2016-11-21,0.0213649328492621
"1422",2016-11-22,0.0149554529944835
"1423",2016-11-23,0.0104688170961384
"1424",2016-11-24,0.0073281719672969
"1425",2016-11-25,0.00512972037710783
"1426",2016-11-26,0.00359080426397548
"1427",2016-11-27,0.00251356298478284
"1428",2016-11-28,0.00175949408934798
"1429",2016-11-29,9511.37016766444
"1430",2016-11-30,17264.139151953
"1431",2016-12-01,12084.8974063671
"1432",2016-12-02,8459.42818445698
"1433",2016-12-03,5921.59972911988
"1434",2016-12-04,7455.54174385971
"1435",2016-12-05,6250.1856207018
"1436",2016-12-06,28849.7254182413
"1437",2016-12-07,20194.8077927689
"1438",2016-12-08,14136.3654549382
"1439",2016-12-09,9895.45581845675
"1440",2016-12-10,6926.81907291973
"1441",2016-12-11,4848.77335104381
"1442",2016-12-12,5205.72470252352
"1443",2016-12-13,3644.00729176647
"1444",2016-12-14,2550.80510423653
"1445",2016-12-15,1785.56357296557
"1446",2016-12-16,1249.8945010759
"1447",2016-12-17,874.926150753128
"1448",2016-12-18,1525.62702833263
"1449",2016-12-19,1067.93891983284
"1450",2016-12-20,747.557243882987
"1451",2016-12-21,523.290070718091
"1452",2016-12-22,366.303049502664
"1453",2016-12-23,256.412134651865
"1454",2016-12-24,9555.99231714829
"1455",2016-12-25,6689.1946220038
"1456",2016-12-26,4682.43623540266
"1457",2016-12-27,3277.70536478186
"1458",2016-12-28,2294.39375534731
"1459",2016-12-29,5924.92738800084
"1460",2016-12-30,4147.44917160059
"1461",2016-12-31,2903.21442012041
"1462",2017-01-01,2032.25009408429
"1463",2017-01-02,3264.49273827278
"1464",2017-01-03,10466.4065167909
"1465",2017-01-04,7326.48456175366
"1466",2017-01-05,5128.53919322756
"1467",2017-01-06,3640.92720436271
"1468",2017-01-07,9514.05303178224
"1469",2017-01-08,6659.83712224757
"1470",2017-01-09,4661.8859855733
"1471",2017-01-10,3295.56769297095
"1472",2017-01-11,5293.06444884717
"1473",2017-01-12,6892.08080803027
"1474",2017-01-13,4824.45656562119
"1475",2017-01-14,6219.03159400104
"1476",2017-01-15,4919.64171580073
"1477",2017-01-16,3850.98720106051
"1478",2017-01-17,5118.14424074236
"1479",2017-01-18,4096.44736851965
"1480",2017-01-19,2867.51315796376
"1481",2017-01-20,6917.15598377773
"1482",2017-01-21,8317.01598864441
"1483",2017-01-22,8323.90519205109
"1484",2017-01-23,38136.6427181858
"1485",2017-01-24,26695.64990273
"1486",2017-01-25,18686.954931911
"1487",2017-01-26,13080.8684523377
"1488",2017-01-27,9156.6079166364
"1489",2017-01-28,6409.62554164548
"1490",2017-01-29,5757.03254072023
"1491",2017-01-30,4029.92277850416
"1492",2017-01-31,2820.94594495291
"1493",2017-02-01,1974.66216146704
"1494",2017-02-02,1382.26351302693
"1495",2017-02-03,967.58445911885
"1496",2017-02-04,677.309121383195
"1497",2017-02-05,474.116384968236
"1498",2017-02-06,331.881469477765
"1499",2017-02-07,232.317028634436
"1500",2017-02-08,644.861757330066
"1501",2017-02-09,2085.5491065134
"1502",2017-02-10,1459.88437455938
"1503",2017-02-11,1021.91906219156
"1504",2017-02-12,715.343343534095
"1505",2017-02-13,500.740340473867
"1506",2017-02-14,350.518238331707
"1507",2017-02-15,1755.46112470733
"1508",2017-02-16,1228.82278729513
"1509",2017-02-17,860.175951106594
"1510",2017-02-18,602.123165774616
"1511",2017-02-19,421.486216042231
"1512",2017-02-20,295.040351229562
"1513",2017-02-21,206.528245860693
"1514",2017-02-22,3196.56606053801
"1515",2017-02-23,2237.59624237661
"1516",2017-02-24,1566.31736966363
"1517",2017-02-25,1096.42215876454
"1518",2017-02-26,767.495511135177
"1519",2017-02-27,537.246857794624
"1520",2017-02-28,2177.1833205465
"1521",2017-03-01,4413.29084439121
"1522",2017-03-02,3089.30359107384
"1523",2017-03-03,2162.51251375169
"1524",2017-03-04,1513.75875962618
"1525",2017-03-05,1059.63113173833
"1526",2017-03-06,741.74179221683
"1527",2017-03-07,1845.53171076158
"1528",2017-03-08,1291.8721975331
"1529",2017-03-09,904.310538273173
"1530",2017-03-10,633.017376791221
"1531",2017-03-11,443.112163753855
"1532",2017-03-12,310.178514627698
"1533",2017-03-13,1245.67122838155
"1534",2017-03-14,3845.03012030112
"1535",2017-03-15,2691.52108421078
"1536",2017-03-16,1884.06475894755
"1537",2017-03-17,5459.32871496654
"1538",2017-03-18,3821.53010047658
"1539",2017-03-19,2675.0710703336
