Reservoir,Site,DateTime,Depth_m,Rep,Dilution,a254_m,a350_m,S275_295,S350_400,Sr,Max_FL_Ex,Max_FL_Em,Max_FL,B,T,A,C,M,N,FI,BIX,HIX,T_B,T_M,T_N,T_C,A_T,A_C,A_M,M_C,C_N,Fmax1,Fmax2,Fmax3,Fmax4,abs_Flag,fl_Flag
BVR,45,2019-07-18,0.1,1,1,12.8968,5.7575,2.321390276,1.586628151,1.463096614,300,300,24.93516234,0.084436426,0.086018906,0.179148927,0.076566465,0.0783548,0.081703817,1.433211101,0.743237546,2.56446008,1.018741665,1.09781284,1.05281379,1.123454057,2.082669215,2.33978318,2.286381005,1.023356638,0.937122247,0.299473877,0.477941104,0.639491491,0.151616102,0,0
BVR,50,2019-07-18,0.1,1,1,12.6665,4.606,2.240919397,1.287026762,1.741159906,300,300,17.82193809,0.071754597,0.08141413,0.1628581,0.071684781,0.072334032,0.072948085,1.428689193,0.719037009,2.262748538,1.134619008,1.125530103,1.11605576,1.135724059,2.000366514,2.271864376,2.251472728,1.009057026,0.982682151,0.311022138,0.448618355,0.219273043,0.256565293,0,0
BVR,100,2019-07-18,0.1,1,1,15.1998,6.909,2.464597764,1.754795458,1.404492901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
BVR,100,2019-07-18,0.1,2,1,16.121,7.8302,2.577669669,1.905185405,1.352975759,300,300,24.29486697,0.045084255,0.057211441,0.260012084,0.129961357,0.091997506,0.077163421,1.376651838,0.55767421,5.158283539,1.268989375,0.621880344,0.741432143,0.440218864,4.544756775,2.000687664,2.826294904,0.707883548,1.684235284,0.651289365,0.555221185,0.769686762,0.095231354,0,0
BVR,200,2019-07-18,0.1,2,1,22.3391,11.9756,2.919277903,2.325663869,1.255244982,300,300,32.56383506,0.095062304,0.101698147,0.292025894,0.13820114,0.119353093,0.111753975,1.460981172,0.637419835,3.182316252,1.069805197,0.852078017,0.910018161,0.735870534,2.871496707,2.113049815,2.446739219,0.863618729,1.236655252,0.62170554,0.712344895,0.900016177,0.23492634,0,0
FCR,1,2019-07-18,0.1,1,1,14.2786,6.4484,2.411393078,1.684765759,1.431292787,300,300,24.29579076,0.088227372,0.091551714,0.216705968,0.094307598,0.087762307,0.086153405,1.468955205,0.695313152,2.862439725,1.037679254,1.043178065,1.062659266,0.970777713,2.367033429,2.297863299,2.469237353,0.930596363,1.094647366,0.485865933,0.489451027,0.471748959,0.239470431,0,0
FCR,20,2019-07-18,0.1,2,1,19.3452,7.1393,2.666422193,1.705733243,1.563211718,300,300,16.39365415,0.106613648,0.122558662,0.239390909,0.106231652,0.100881379,0.106542669,1.425508093,0.663299777,2.760457848,1.149558845,1.214878931,1.150324681,1.153692514,1.953276138,2.253480059,2.372994027,0.949635791,0.997080823,0.502426433,0.656036854,0.227130681,0.335681691,0,0
FCR,30,2019-07-18,0.1,1,1,18.424,5.9878,2.594756902,1.415969377,1.832495069,300,300,16.17231159,0.116578193,0.128353584,0.230179816,0.104331151,0.098390636,0.100580088,1.433416761,0.654891503,2.68827439,1.101008522,1.304530486,1.276133145,1.230251783,1.793325971,2.206242473,2.339448402,0.943060967,1.037294287,0.496489565,0.625511429,0.124485285,0.358808742,0,0
FCR,45,2019-07-18,0.1,1,1,19.3452,6.909,2.69297565,1.620840579,1.661468552,300,300,18.93492549,0.102010684,0.116950932,0.233093212,0.102026993,0.09934946,0.101846817,1.424887842,0.652750996,2.912989197,1.146457671,1.177167264,1.148302273,1.146274418,1.993085556,2.284622986,2.34619507,0.973756622,1.001769084,0.497417477,0.61156515,0.263536141,0.309355332,0,0
FCR,50,2019-07-18,0.1,1,1,20.2664,7.8302,2.736076812,1.765801066,1.549481912,300,300,20.62092276,0.146428904,0.14918532,0.261784031,0.115144175,0.115478592,0.124730481,1.442576713,0.658281112,2.548631327,1.018824261,1.291887242,1.196061451,1.295639318,1.75475731,2.273532563,2.266948582,1.002904336,0.923143837,0.53817717,0.726685434,0.303057523,0.370743451,0,0
FCR,99,2019-07-18,0.1,1,1,11.7453,5.0666,2.216353207,1.371961072,1.615463625,305,304,18.96872019,0.030670961,0.036706026,0.177436281,0.09023654,0.062816318,0.057956935,1.407591873,0.560833926,5.814209893,1.196768029,0.584339025,0.63333276,0.406775637,4.833982352,1.96634625,2.824684533,0.696129507,1.556958437,0.505216942,0.364650132,0.411669723,0.078379668,0,0
FCR,100,2019-07-18,0.1,2,1,10.1332,3.6848,2.017103741,0.957509868,2.106614049,305,304,5.250235211,0.019420817,0.030933513,0.160936001,0.086604371,0.063716698,0.045824091,1.386932594,0.534469153,7.202109908,1.592801783,0.485485179,0.67504913,0.357181887,5.202642298,1.858289595,2.525805727,0.735721507,1.889931025,0.487242782,0.385057965,0.047865114,0.090830293,0,0
FCR,101,2019-07-18,0.1,2,1,11.7453,4.8363,2.206675045,1.279989666,1.723978798,300,300,7.897616802,0.028386197,0.031753213,0.159466911,0.087918967,0.060226591,0.046032345,1.354932764,0.528688852,6.488657096,1.118614572,0.527229134,0.689802207,0.361164541,5.022071603,1.813794187,2.647782463,0.685023869,1.909938902,0.52370336,0.348308657,0.100138104,0.092827587,0,0
FCR,102,2019-07-18,0.1,2,1,4.1454,2.5333,1.25461982,0.840505537,1.492696675,240,482,14.7100217,0.026911965,0.023097109,0.054796967,0.020644348,0.020751919,0.024361351,1.564275837,0.817326765,1.422952832,0.858246848,1.11301074,0.948104607,1.118810296,2.372459985,2.654332659,2.640573444,1.005210692,0.847422132,0.132862503,0.011752214,0.431433296,0.00124503,0,0
FCR,200,2019-07-18,0.1,1,1,23.03,11.515,2.875285403,2.234684725,1.286662665,300,300,25.1821625,0.067376292,0.075861469,0.393148093,0.189489659,0.136528059,0.110038473,1.417583423,0.559010836,6.42378796,1.125937137,0.555647459,0.689408591,0.400346221,5.182447688,2.074773348,2.879613887,0.720504008,1.72203097,1.07647463,0.861723502,0.732013264,0.124248712,0,0
FCR,50,2019-07-22,0.1,1,1,20.4967,7.5999,2.759324971,1.78367045,1.546992591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-22,0.1,1,2,21.1876,7.8302,2.793206855,1.802672524,1.549481017,300,300,26.01131197,0.231247688,0.229240834,0.287605564,0.120692895,0.174855073,0.176180748,1.41520266,0.67317259,2.002640671,0.991321626,1.311033361,1.301168468,1.899373066,1.254600058,2.382953559,1.644822531,1.448760285,0.685051552,0.538679703,0.890171494,0.121307491,0.612373075,0,0
FCR,50,2019-07-22,5,2,1,11.2847,4.8363,2.155691021,1.343685161,1.60431259,300,300,19.67771472,0.079778883,0.092272814,0.217523928,0.111620774,0.101591876,0.088390264,1.519128722,0.707175277,3.321345659,1.156606993,0.908269615,1.043925085,0.826663449,2.357399958,1.948776381,2.141154753,0.910152047,1.262817518,0.446652689,0.60975032,0.31618869,0.242348748,0,0
FCR,50,2019-07-22,9,2,1,24.6421,15.6604,3.057441974,2.652015399,1.152874895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-22,9,2,2,23.4906,14.2786,2.987236,2.543036,1.174673,300,300,37.87220649,0.125882216,0.147097223,0.302061991,0.141546012,0.137172664,0.139600171,1.56596425,0.681761283,2.569845394,1.168530612,1.072350849,1.053703744,1.039218416,2.053485342,2.134019785,2.202056749,0.969102992,1.013938675,0.625541491,0.766331838,0.884805603,0.281508511,0,0
FCR,100,2019-07-22,0.1,2,1,10.8241,4.1454,2.098570082,1.143664083,1.834953212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,100,2019-07-22,0.1,2,2,10.5938,4.1454,2.094862491,1.120212644,1.870057888,300,300,15.19388927,0.021205475,0.035889064,0.182106752,0.094355399,0.061945459,0.048006118,1.372558931,0.527681085,7.337928181,1.692443298,0.579365545,0.747593563,0.380360475,5.07415711,1.930008809,2.939791799,0.656512073,1.965486985,0.561121289,0.382754602,0.135256171,0.119241132,0,0
FCR,200,2019-07-22,0.1,1,1,24.6421,11.7453,2.968483271,2.252290658,1.317984098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,200,2019-07-22,0.1,1,2,24.4118,10.5938,2.915501,2.198637,1.32605,300,300,35.28864291,0.078898355,0.091378428,0.415984214,0.212017752,0.14970116,0.129216414,1.429980019,0.551256821,5.661228508,1.158179127,0.610405612,0.707173538,0.430994232,4.552324023,1.962025395,2.77876413,0.706078423,1.640795829,1.149658267,1.021873076,0.532681141,0.147682654,0,0
FCR,50,2019-07-29,0.1,2,1,17.5028,5.7575,2.562347,1.409643,1.817728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-29,0.1,2,2,16.121,4.606,2.462828,0.994375,2.476761,300,300,36.00302516,0.415108018,0.14342749,0.255792937,0.107553614,0.112771859,0.12351304,1.395147734,0.679499456,2.082689318,0.345518476,1.271837588,1.161233576,1.333544118,1.783430342,2.378283043,2.268233745,1.048517618,0.870787521,0.571687373,0.597505184,0.371060973,0.486389962,0,0
FCR,50,2019-07-29,5,1,1,14.2786,6.4484,2.418658,1.666419,1.45141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-29,5,1,1,11.9756,4.606,2.224323,1.292576,1.720845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-29,5,1,2,11.9756,4.1454,2.173676,1.163273,1.868586,300,300,34.46122046,0.382880875,0.117543224,0.245673788,0.121907933,0.112167164,0.111117265,1.498432708,0.690563737,2.835930913,0.306996855,1.047929003,1.05783043,0.964196678,2.090071885,2.015240367,2.190246946,0.92009733,1.097110636,0.556701567,0.568229389,0.435217922,0.422779487,0,0
FCR,50,2019-07-29,9,2,1,56.6538,35.2359,3.918591,3.395146,1.154175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-29,9,2,2,27.1754,16.121,3.187241,2.607372,1.222396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,100,2019-07-29,0.1,1,1,11.2847,5.2969,2.207349389,1.511441464,1.460426646,300,300,30.73541432,0.181000534,0.04111291,0.174442739,0.088823804,0.06475495,0.05252743,1.366424892,0.570857374,4.396735694,0.227142482,0.634899886,0.78269412,0.462859153,4.243016048,1.963918813,2.693890405,0.72902699,1.690998472,0.585154555,0.186380943,0.696586209,0.071775395,0,0
FCR,200,2019-07-29,0.1,1,1,20.0361,9.9029,2.773389991,2.121329805,1.307382749,300,300,26.76700206,0.197266805,0.066126734,0.325953354,0.164488145,0.115247762,0.094499684,1.421444702,0.556032262,4.892279831,0.335214706,0.573778899,0.69975614,0.402015198,4.929222033,1.981622172,2.828283591,0.700644793,1.740621109,0.931761714,0.667926314,0.683628428,0.168242059,0,0
FCR,50,2019-08-05,0.1,1,1,18.424,5.7575,2.599993,1.304024,1.993822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-05,0.1,1,2,14.7392,3.2242,2.336809,NA,NA,300,300,24.69217905,0.397197642,0.143537149,0.26280273,0.116530001,0.115501951,0.120733975,1.40836929,0.642019356,2.38160588,0.361374625,1.24272489,1.18887123,1.231761331,1.830903927,2.255236658,2.275309882,0.991177807,0.965179861,0.590420244,0.676606394,0.212047141,0.475515277,2,0
FCR,50,2019-08-05,5,1,1,9.212,4.606,1.98247,1.361931,1.455632,300,300,22.29930648,0.200903717,0.08375958,0.185815828,0.094081549,0.085188626,0.087361531,1.545073441,0.768164142,2.600626683,0.416914037,0.983224918,0.958769599,0.890286993,2.218442703,1.975050683,2.181228144,0.905476435,1.076921944,0.369777185,0.434961181,0.43087902,0.262983426,0,0
FCR,50,2019-08-05,9,1,1,52.969,33.1632,3.864778,3.355759,1.151685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-05,9,1,2,23.9512,15.1998,3.074445,2.528305,1.21601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-05,9,2,1,46.5206,28.0966,3.811764,3.203813,1.189759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,100,2019-08-05,0.1,1,1,11.515,4.3757,2.168166125,1.235131453,1.755413256,305,304,10.96423371,0.025786028,0.035951249,0.176901022,0.096260898,0.062510536,0.048173341,1.410936802,0.525080594,6.716995831,1.394214286,0.575123032,0.746289293,0.37347718,4.920580744,1.837724621,2.829939314,0.649386583,1.998219256,0.544928584,0.398823582,0.106722405,0.113840454,0,0
FCR,200,2019-08-05,0.1,1,1,20.9573,9.4423,2.783851432,2.054276913,1.355149062,300,300,27.39938197,0.21373949,0.071997557,0.366704649,0.187759039,0.131521745,0.102315849,1.447102652,0.551826809,5.466885073,0.336847239,0.547419418,0.703679415,0.383457208,5.093292951,1.953059894,2.788167464,0.70048156,1.835092418,1.028884799,0.841019995,0.646446251,0.141671826,0,0
FCR,50,2019-08-12,0.1,1,1,51.3569,37.9995,3.833139162,3.581867063,1.070151152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-12,0.1,2,1,22.7997,7.5999,3.06294,1.729347,1.771154,300,300,20.85115974,0.109870563,0.131931198,0.281540804,0.128821869,0.119298058,0.116911262,1.418159327,0.631475786,2.944549401,1.200787485,1.105895601,1.128472957,1.024136648,2.133997186,2.185504726,2.3599781,0.926069918,1.101877332,0.585168434,0.777602042,0.223947886,0.3844155,0,0
FCR,50,2019-08-12,5,1,1,14.0483,7.8302,2.586218,1.944053,1.330323,300,300,15.34254844,0.030185994,0.055198472,0.178603621,0.095796497,0.082669169,0.07050475,1.615166725,0.732449026,4.059717954,1.828612059,0.667703244,0.782904303,0.576205535,3.235662416,1.864406594,2.160462292,0.862966506,1.358724023,0.370454015,0.504042739,0.285338343,0.154941626,0,0
FCR,50,2019-08-12,5,2,1,43.757,37.5389,3.71866327,3.592309386,1.035173441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-12,5,2,2,72.7748,67.2476,4.255180054,4.19068956,1.015388993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-12,9,1,1,37.5389,33.1632,3.581422794,3.478498958,1.029588578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-12,9,1,2,67.7082,63.1022,4.185254334,4.133788398,1.012450065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-12,9,2,1,9.9029,4.606,2.228464,1.398086,1.59394,300,300,15.95356213,0.037069749,0.054725134,0.175222424,0.091802185,0.082566108,0.070172959,1.581417179,0.720086199,3.508660375,1.476274727,0.662803842,0.779860709,0.596120163,3.201863784,1.908695561,2.122207616,0.899391533,1.308227363,0.322448772,0.537300975,0.235827589,0.186027299,0,0
FCR,50,2019-08-14,0.1,2,1,22.5694,8.0605,2.815913533,1.771656592,1.589424015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-14,0.1,2,2,23.03,7.8302,2.827185833,1.749753069,1.615762751,300,300,29.61882741,0.155431767,0.144242649,0.284125688,0.118182641,0.1214143,0.12075929,1.397117883,0.656964493,2.654736849,0.928012674,1.188020266,1.1944642,1.220506222,1.969775858,2.404123691,2.340133638,1.027344615,0.978662934,0.58320946,0.744734407,0.320908209,0.398907668,0,0
FCR,50,2019-08-14,5,1,1,19.1149,11.9756,2.767769354,2.34629562,1.179633687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-14,5,1,2,21.6482,12.4362,2.882410899,2.378850967,1.211682001,300,300,32.15841092,0.126066374,0.1023314,0.234153748,0.114633098,0.130586736,0.116325178,1.557464991,0.724125451,2.465925445,0.811726372,0.783627829,0.879701215,0.892686338,2.288190601,2.042636489,1.793089832,1.139171308,0.985453879,0.435278903,0.654562807,0.433833584,0.302230405,0,0
FCR,50,2019-08-14,9,2,1,14.7392,8.9817,2.501158593,2.061809776,1.213088919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-14,9,2,1,9.4423,4.1454,1.981594853,1.229650296,1.611510898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-14,9,2,2,14.2786,8.7514,2.446398856,2.079291834,1.176553871,300,300,30.59160991,0.084235884,0.073502802,0.217234348,0.10595833,0.14038474,0.100549748,1.575734143,0.718936677,3.170072204,0.872583015,0.523581136,0.73100931,0.693695362,2.955456701,2.050186605,1.547421375,1.324905186,1.053790108,0.397856722,0.68085237,0.411627713,0.199236117,0,0
FCR,50,2019-08-14,9,2,2,14.2786,8.7514,2.446398856,2.079291834,1.176553871,300,300,30.59160991,0.084235884,0.073502802,0.217234348,0.10595833,0.14038474,0.100549748,1.575734143,0.718936677,3.170072204,0.872583015,0.523581136,0.73100931,0.693695362,2.955456701,2.050186605,1.547421375,1.324905186,1.053790108,0.382410839,0.626683821,0.294856903,0.245758471,0,0
FCR,50,2019-08-14,9,2,2,14.2786,8.7514,2.446398856,2.079291834,1.176553871,300,300,26.0124825,0.104769138,0.072652924,0.203514173,0.104678572,0.150597685,0.103483584,1.547510875,0.721443343,2.877846954,0.69345731,0.482430551,0.702071978,0.694057272,2.801183507,1.944181783,1.351376502,1.438667743,1.011547616,0.397856722,0.68085237,0.411627713,0.199236117,0,0
FCR,50,2019-08-14,9,2,2,14.2786,8.7514,2.446398856,2.079291834,1.176553871,300,300,26.0124825,0.104769138,0.072652924,0.203514173,0.104678572,0.150597685,0.103483584,1.547510875,0.721443343,2.877846954,0.69345731,0.482430551,0.702071978,0.694057272,2.801183507,1.944181783,1.351376502,1.438667743,1.011547616,0.382410839,0.626683821,0.294856903,0.245758471,0,0
FCR,50,2019-08-14,9,2,2,9.212,3.6848,1.952474486,1.124325987,1.736573296,300,300,30.59160991,0.084235884,0.073502802,0.217234348,0.10595833,0.14038474,0.100549748,1.575734143,0.718936677,3.170072204,0.872583015,0.523581136,0.73100931,0.693695362,2.955456701,2.050186605,1.547421375,1.324905186,1.053790108,0.397856722,0.68085237,0.411627713,0.199236117,0,0
FCR,50,2019-08-14,9,2,2,9.212,3.6848,1.952474486,1.124325987,1.736573296,300,300,30.59160991,0.084235884,0.073502802,0.217234348,0.10595833,0.14038474,0.100549748,1.575734143,0.718936677,3.170072204,0.872583015,0.523581136,0.73100931,0.693695362,2.955456701,2.050186605,1.547421375,1.324905186,1.053790108,0.382410839,0.626683821,0.294856903,0.245758471,0,0
FCR,50,2019-08-14,9,2,2,9.212,3.6848,1.952474486,1.124325987,1.736573296,300,300,26.0124825,0.104769138,0.072652924,0.203514173,0.104678572,0.150597685,0.103483584,1.547510875,0.721443343,2.877846954,0.69345731,0.482430551,0.702071978,0.694057272,2.801183507,1.944181783,1.351376502,1.438667743,1.011547616,0.397856722,0.68085237,0.411627713,0.199236117,0,0
FCR,50,2019-08-14,9,2,2,9.212,3.6848,1.952474486,1.124325987,1.736573296,300,300,26.0124825,0.104769138,0.072652924,0.203514173,0.104678572,0.150597685,0.103483584,1.547510875,0.721443343,2.877846954,0.69345731,0.482430551,0.702071978,0.694057272,2.801183507,1.944181783,1.351376502,1.438667743,1.011547616,0.382410839,0.626683821,0.294856903,0.245758471,0,0
FCR,50,2019-08-19,0.1,1,1,24.6421,9.9029,2.940453573,2.071894645,1.419209988,300,300,26.49687698,0.197705726,0.206861066,0.31863379,0.131015471,0.133437959,0.1551512,1.442501516,0.652346664,2.068232157,1.046307915,1.550241537,1.333286927,1.578905642,1.540327504,2.432031787,2.387879677,1.01849009,0.844437369,0.640895041,0.845816384,0.373561607,0.570872095,0,0
FCR,50,2019-08-19,0.1,2,1,53.1993,37.9995,3.856227994,3.575283432,1.078579662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-19,5,1,1,42.3752,37.7692,3.706634001,3.587835463,1.033111479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-19,5,2,1,18.1937,11.9756,2.74979016,2.330369195,1.179980479,300,300,21.81275517,0.061661005,0.073929011,0.197384983,0.102460715,0.093370356,0.087957611,1.621966849,0.7442317,3.426009152,1.198958899,0.791782464,0.840507262,0.721535181,2.66992594,1.926445495,2.11400054,0.911279566,1.16488743,0.423975896,0.558790732,0.37909755,0.13757161,0,0
FCR,50,2019-08-19,9,1,1,9.4423,5.0666,2.038267802,1.486383663,1.371293195,300,300,18.94308116,0.058792541,0.066509215,0.183824272,0.094379722,0.085572532,0.07738827,1.585606118,0.733272597,3.41759995,1.131252609,0.777226213,0.859422425,0.704698145,2.76389177,1.947709403,2.148169134,0.906683451,1.219561072,0.335159897,0.577349565,0.311964202,0.171614003,0,0
FCR,50,2019-08-19,9,2,1,37.3086,32.9329,3.57343987,3.472515188,1.029063856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,100,2019-08-19,0.1,1,1,11.515,4.8363,2.193177984,1.382037917,1.586915928,305,302,24.63866896,0.030654913,0.038096514,0.18126673,0.092125625,0.068251427,0.053189067,1.367293286,0.555092886,5.406647824,1.24275396,0.558179012,0.716247082,0.41352788,4.758092268,1.967603809,2.655867243,0.740851718,1.732040609,0.550700609,0.380602642,0.328910592,0.073451096,0,0
FCR,200,2019-08-19,0.1,2,1,22.5694,10.1332,2.848746539,2.098807796,1.357316541,305,304,19.26014355,0.041227455,0.06573171,0.372386763,0.196925754,0.135095069,0.101876511,1.428281317,0.541721135,7.445639728,1.594367389,0.486558914,0.645209665,0.333789302,5.665252951,1.891000826,2.756479323,0.68602032,1.932984855,1.022989242,0.875564049,0.502997397,0.107603179,0,0
BVR,1,2019-08-22,0.1,1,1,13.5877,4.606,2.291667888,1.1887424,1.927808655,300,300,15.28224766,0.078348459,0.081683578,0.181058684,0.082636546,0.083034207,0.079173235,1.445024541,0.710008866,2.789811025,1.042567766,0.983734063,1.031706972,0.988467964,2.216586098,2.191024347,2.180531249,1.004812175,1.04374346,0.355889267,0.504658861,0.177816587,0.255368336,0,0
BVR,20,2019-08-22,0.1,1,1,14.0483,4.606,2.327614342,1.228758975,1.894280644,300,300,17.17197277,0.077104159,0.082402732,0.184014861,0.083643869,0.08315382,0.080021243,1.455140582,0.713281511,2.686162012,1.068719681,0.990967486,1.029760709,0.985161657,2.233116005,2.199980265,2.212945354,0.994141252,1.045270795,0.366418576,0.495740313,0.213918388,0.264126306,0,0
BVR,30,2019-08-22,0.1,2,1,14.0483,5.0666,2.348826811,1.318049808,1.782047079,300,300,18.20104388,0.075660853,0.081719127,0.183238005,0.082135897,0.082019396,0.078341418,1.427777346,0.724405571,2.711414034,1.080071451,0.996339054,1.043115242,0.994925856,2.24229029,2.230912586,2.234081388,0.998581609,1.048435153,0.354610962,0.494772556,0.237517951,0.263742985,0,0
BVR,45,2019-08-22,0.1,1,1,13.3574,4.3757,2.283752,1.146935,1.991179,300,300,14.97988002,0.075554648,0.07987884,0.17996757,0.082414814,0.081112843,0.076666815,1.479204669,0.724915793,2.917005983,1.057232639,0.984786592,1.041895898,0.969229146,2.253006805,2.183679862,2.218730894,0.984202216,1.074973759,0.3553705,0.50170392,0.161658811,0.247964214,0,0
BVR,50,2019-08-22,0.1,2,1,14.5089,5.9878,2.421594,1.566054,1.546303,300,300,18.60261585,0.147797187,0.181348181,0.190535806,0.077691634,0.096373992,0.116323741,1.480726486,0.780437855,1.617908948,1.227006991,1.881712872,1.558995436,2.334204756,1.050662899,2.452462336,1.977045901,1.240468082,0.667891466,0.301927786,0.506515546,0.388868646,0.478039264,0,0
BVR,100,2019-08-22,0.1,2,1,13.818,5.9878,2.35855345,1.563418716,1.508587192,300,300,14.14035144,0.034766689,0.04428563,0.266302305,0.138163081,0.093242754,0.072864878,1.409090737,0.520198042,7.355144379,1.273794869,0.47494983,0.607777455,0.320531577,6.013289299,1.927449099,2.856010727,0.674874601,1.896154698,0.757491994,0.604840596,0.283828699,0.09159068,0,0
BVR,200,2019-08-22,0.1,1,1,18.424,8.0605,2.672418564,1.889316037,1.41448996,300,300,18.01771994,0.052295653,0.073635732,0.281546424,0.141903125,0.114875339,0.094438059,1.48930441,0.616783685,5.027382098,1.408066004,0.641005566,0.779725175,0.518915504,3.823502758,1.984074862,2.450886548,0.80953354,1.502605276,0.632709417,0.80587629,0.341719654,0.14690088,0,0
FCR,1,2019-08-22,0.1,2,1,12.2059,4.1454,2.208025626,1.160750593,1.902239498,300,300,10.91326889,0.054551753,0.06555953,0.214360724,0.104591538,0.091391261,0.079813576,1.467025559,0.667896363,4.935541165,1.201785957,0.7173501,0.821408259,0.626814861,3.269711102,2.049503509,2.345527586,0.873792114,1.310447966,0.47920436,0.6079609,0.115293354,0.180842999,0,0
FCR,20,2019-08-22,0.1,1,1,26.7148,11.0544,2.999805895,2.173658097,1.38007256,300,300,26.38858478,0.203374096,0.221472693,0.324575581,0.134892835,0.13451225,0.158839949,1.428720082,0.653961093,2.089983984,1.088991655,1.646487171,1.394313554,1.641841789,1.465533183,2.406173622,2.412981584,0.99717861,0.849237462,0.667891351,0.849261757,0.339584603,0.611117107,0,0
