Reservoir,Site,DateTime,Depth_m,Rep,Dilution,a254_m,a350_m,S275_295,S350_400,Sr,Max_FL_Ex,Max_FL_Em,Max_FL,B,T,A,C,M,N,FI,BIX,HIX,T_B,T_M,T_N,T_C,A_T,A_C,A_M,M_C,C_N,Fmax1,Fmax2,Fmax3,Fmax4,abs_Flag,fl_Flag
FCR,50,2019-06-13,0.1,2,1,12.2059,3.9151,2.166744112,1.137372656,1.90504326,300,300,11.90656829,0.076327581,0.08376647,0.20779595,0.097516111,0.083346646,0.080950005,1.416952649,0.624577397,3.430744615,1.097460038,1.005037085,1.034792646,0.859001345,2.480657828,2.130888411,2.493153111,0.854696168,1.20464613,0.479684949,0.555328818,0.11507398,0.214810602,0,0
FCR,50,2019-06-13,0.1,2,1,14.5089,5.5272,2.407025163,1.478740333,1.627753778,300,300,11.90656829,0.076327581,0.08376647,0.20779595,0.097516111,0.083346646,0.080950005,1.416952649,0.624577397,3.430744615,1.097460038,1.005037085,1.034792646,0.859001345,2.480657828,2.130888411,2.493153111,0.854696168,1.20464613,0.479684949,0.555328818,0.11507398,0.214810602,0,0
FCR,50,2019-06-13,5,1,1,8.5211,2.7636,1.830903743,0.760861544,2.406356002,305,304,4.592585979,0.02686084,0.020163486,0.173300682,0.094509765,0.072019237,0.052958106,1.4998147,0.627947217,9.35611772,0.750664764,0.279973618,0.3807441,0.213348181,8.594777618,1.833680175,2.406310983,0.762029591,1.784613756,0.390818305,0.531708361,0.034081808,0.044806546,0,0
FCR,50,2019-06-13,9,1,1,8.7514,3.6848,1.878042,1.075142,1.746785,300,300,12.64798685,0.034458947,0.048377092,0.16839758,0.087502677,0.071552138,0.059692047,1.521671528,0.671432572,4.801836667,1.403905122,0.67610966,0.810444505,0.552864134,3.480936413,1.924484896,2.353494736,0.817713703,1.465901756,0.372410335,0.47242813,0.134784887,0.132975328,0,0
FCR,50,2019-06-17,0.1,1,1,12.8968,3.9151,2.231751105,1.09331661,2.041266989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-17,0.1,1,2,12.4362,3.2242,2.115706763,0.775560239,2.72797219,305,304,15.60000242,0.071730189,0.077706371,0.190512708,0.087680468,0.078836505,0.073902841,1.384460542,0.633905315,3.77892313,1.083314744,0.985664841,1.051466628,0.88624494,2.451699968,2.172806692,2.416554459,0.899134172,1.186428921,0.436371393,0.531914945,0.067750342,0.207413441,0,0
FCR,50,2019-06-17,5,2,1,9.212,3.4545,1.899919374,0.990111485,1.918894391,300,300,9.994495206,0.026066094,0.029303695,0.097763988,0.049542227,0.042572972,0.035221486,1.532843766,0.677911584,3.843361632,1.124207406,0.688316885,0.831983499,0.591489269,3.336234119,1.973346681,2.296386278,0.859326978,1.406591028,0.197132065,0.288857419,0.1248282,0.066945863,0,0
FCR,50,2019-06-17,9,2,1,8.5211,3.2242,1.848507246,0.868659344,2.128000187,300,300,9.971508505,0.02597622,0.029202659,0.097422719,0.049511246,0.042477619,0.035140479,1.532843766,0.676352431,3.848783873,1.124207406,0.687483409,0.831026194,0.589818694,3.336090745,1.967688687,2.293507037,0.857938805,1.40895194,0.197045285,0.287829635,0.123830389,0.066763066,0,0
FCR,100,2019-06-17,0.1,2,1,6.2181,0.9212,1.435105669,NA,NA,300,300,14.28350314,0.025943163,0.035104287,0.126909275,0.065851065,0.051293587,0.045310202,1.429654268,0.639584257,4.687339566,1.353122844,0.684379643,0.774754579,0.533086085,3.615207341,1.927216727,2.47417431,0.778933287,1.453338591,0.33669641,0.321265789,0.090573962,0.106565893,2,0
FCR,200,2019-06-17,0.1,2,1,18.1937,8.7514,2.650346434,1.991976088,1.330511169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,200,2019-06-17,0.1,2,2,12.8968,3.6848,2.200063223,0.883805736,2.48930634,305,304,25.55120616,0.045836949,0.05756078,0.293541168,0.151721689,0.104089961,0.081809201,1.464342606,0.545747674,5.753420322,1.255772488,0.552990691,0.703597868,0.37938399,5.099673238,1.934734381,2.820071828,0.686058547,1.854579756,0.820639589,0.716178141,0.238564914,0.149751312,0,0
FCR,50,2019-06-20,0.1,2,1,14.5089,4.3757,2.404577103,1.172242143,2.051263144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-20,0.1,2,2,12.4362,3.6848,2.213345881,0.874277502,2.531628546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-20,5,1,1,10.5938,4.606,2.099911552,1.344513351,1.561837635,300,300,22.24215958,0.077964892,0.076916227,0.212190852,0.101320234,0.087380282,0.077485575,1.531013041,0.702701312,2.859358399,0.986549528,0.88024695,0.992652212,0.759139851,2.758726741,2.094259408,2.4283608,0.862416906,1.307601241,0.515843289,0.487048001,0.365061614,0.222427357,0,0
FCR,50,2019-06-20,9,2,1,12.6665,4.606,2.323115031,1.199053648,1.937457123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-20,9,2,2,12.8968,4.1454,2.320455886,1.142554493,2.030936731,300,300,20.37568637,0.218579894,0.158100403,0.242662854,0.106575367,0.168781714,0.143961977,1.511370633,0.693538122,1.89090877,0.723307165,0.936715239,1.098209446,1.483461021,1.534865495,2.276913135,1.437731899,1.583684091,0.740302192,0.448551167,0.798461266,0.123045168,0.459825919,0,0
FCR,50,2019-06-24,0.1,1,1,12.8968,3.6848,2.217177536,0.983847167,2.253579225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-24,0.1,1,2,13.818,3.6848,2.258930466,0.816959353,2.765046336,305,304,15.81702008,0.072728055,0.078425379,0.191830831,0.087918172,0.079355328,0.074415111,1.384460542,0.633905315,3.763189658,1.078337365,0.988281208,1.053890509,0.892026962,2.446029998,2.181924708,2.417365481,0.902604395,1.181455891,0.439155123,0.534584086,0.070939346,0.208847078,0,0
FCR,50,2019-06-24,5,1,1,10.5938,3.2242,2.066954381,0.935447109,2.20958979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-24,5,1,2,10.5938,2.7636,2.045631,0.555132,3.684944,300,300,12.96352852,0.166528768,0.183761625,0.228939736,0.10939376,0.108900416,0.13402981,1.572551748,0.732583028,1.781989991,1.103482766,1.687428132,1.371050406,1.679818161,1.245851716,2.092804339,2.102285234,0.995490196,0.816189775,0.408774587,0.675589212,0.162504376,0.527070024,0,0
FCR,50,2019-06-24,9,2,1,10.1332,4.606,2.055170461,1.318538965,1.558672527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-24,9,2,2,10.1332,4.1454,1.993054693,1.140783432,1.747092952,300,300,20.0812554,0.052372818,0.059013638,0.196719365,0.099637114,0.085559362,0.070849644,1.534609534,0.678692508,3.842473526,1.126798972,0.689739105,0.832941907,0.592285701,3.333456006,1.974358325,2.299214963,0.858709758,1.406317773,0.395766533,0.581110391,0.25175003,0.134548157,0,0
BVR,1,2019-06-27,0.1,1,1,10.8241,3.4545,2.05694254,0.926920362,2.219114634,300,300,13.77004624,0.064064292,0.065050389,0.140857495,0.062815371,0.06225075,0.059789999,1.455755561,0.705069128,2.46919646,1.015392309,1.044973586,1.087981107,1.035580753,2.16535976,2.242404892,2.262743754,0.991011416,1.050599968,0.287998459,0.379855138,0.155410079,0.203463716,0,0
BVR,20,2019-06-27,0.1,1,1,10.3635,3.4545,2.015297317,0.925158473,2.178326606,300,300,12.3318213,0.058694291,0.063173859,0.141958529,0.063395497,0.062697672,0.060345789,1.423456787,0.705974124,2.676547122,1.076320348,1.007594982,1.046864422,0.996503898,2.247108692,2.239252571,2.264175442,0.988992518,1.050537207,0.273255122,0.39307532,0.140247126,0.205278219,0,0
BVR,30,2019-06-27,0.1,1,1,11.9756,4.3757,2.187217724,1.220096196,1.792660064,300,300,15.40578037,0.060432191,0.073897752,0.160818058,0.071835179,0.071078637,0.068844971,1.399609972,0.676263687,2.735654612,1.222821002,1.03966193,1.073393615,1.028712582,2.176223933,2.238708941,2.262537175,0.989468357,1.043433933,0.324730865,0.440767771,0.1979571,0.219283381,0,0
BVR,45,2019-06-27,0.1,1,1,10.8241,3.9151,2.072597075,1.111982151,1.863876208,300,300,15.2892419,0.075658347,0.078057936,0.148758623,0.064180493,0.065827044,0.066027844,1.438044443,0.690554261,2.389813891,1.031716113,1.18580345,1.182197264,1.216225254,1.905746303,2.317816781,2.259840541,1.025655013,0.972021638,0.294536074,0.407499,0.179890587,0.233418987,0,0
BVR,50,2019-06-27,0.1,1,1,10.5938,3.6848,2.059993,1.071126,1.923204,300,300,12.08545603,0.06034954,0.0642231,0.140448675,0.061812732,0.060818019,0.05844303,1.422583582,0.68157998,2.696941077,1.064185424,1.055988036,1.098900945,1.038994691,2.186887191,2.272164181,2.30932671,0.983907635,1.057657902,0.286141629,0.392050167,0.151488628,0.199474759,0,0
BVR,100,2019-06-27,0.1,1,1,13.1271,5.7575,2.294463,1.651143,1.389621,300,300,14.53618025,0.0311806,0.041037998,0.21127935,0.110353261,0.074925812,0.058747558,1.407336716,0.517801405,6.468760677,1.316138812,0.54771509,0.69854815,0.371878433,5.148383491,1.914572787,2.819847326,0.678963279,1.878431463,0.630388464,0.451208139,0.362348419,0.045766339,0,0
BVR,200,2019-06-27,0.1,2,1,20.4967,8.9817,2.821144981,2.042096277,1.381494601,300,300,19.85167952,0.194148804,0.176511558,0.298261324,0.138353777,0.140530529,0.160673834,1.506016141,0.611282547,2.503688529,0.909156043,1.256037097,1.09857065,1.27579862,1.689755207,2.155787361,2.122395226,1.015733231,0.861084683,0.687169907,0.786884047,0.419011447,0.414223082,0,0
FCR,1,2019-06-27,0.1,2,1,11.0544,3.6848,2.094763216,1.054750815,1.986026639,300,300,17.83599798,0.048007188,0.065285706,0.177547129,0.080643224,0.073132172,0.066560882,1.486927538,0.665754384,3.646276282,1.359915207,0.89270842,0.980841958,0.809562193,2.71954063,2.201637276,2.42775682,0.906860711,1.211570855,0.412894399,0.423777926,0.285110468,0.176235017,0,0
FCR,20,2019-06-27,0.1,1,1,15.4301,4.3757,2.528589099,1.139212913,2.21959308,300,300,11.41713886,0.243794262,0.198363485,0.220566946,0.096466058,0.108282774,0.145358179,1.437868125,0.660776591,1.644347257,0.813651163,1.831902514,1.364653067,2.056303433,1.111933208,2.286472072,2.036953238,1.122496103,0.663643821,0.446115002,0.629392158,0,0.515004825,0,0
FCR,30,2019-06-27,0.1,1,1,13.5877,4.3757,2.351085195,1.216648974,1.932426891,300,300,12.78145585,0.150441724,0.129088804,0.198454018,0.086951493,0.093037599,0.108661603,1.41463551,0.643348941,2.172286881,0.858065169,1.387490705,1.18798913,1.484607102,1.537344928,2.282353198,2.133051798,1.069994268,0.800204396,0.415626478,0.576501544,0.069715394,0.345914219,0,0
FCR,45,2019-06-27,0.1,1,1,13.5877,3.6848,2.369059,0.966484,2.451214,300,300,12.39181265,0.214804378,0.173761856,0.201967443,0.086177273,0.092081322,0.132502768,1.43423823,0.664486717,1.698133657,0.808930698,1.887047786,1.311382839,2.016330396,1.162323239,2.343627676,2.193359494,1.068510512,0.65038093,0.410578073,0.576525379,0.007033034,0.489699266,0,0
FCR,50,2019-06-27,0.1,2,1,12.6665,3.4545,2.178315318,0.841639508,2.588180923,300,300,9.603766486,0.112042847,0.115161417,0.188559146,0.084516576,0.083409151,0.091858282,1.465395037,0.653066206,2.53618318,1.027833722,1.380680833,1.253685725,1.362589717,1.637346531,2.231031546,2.260652973,0.98689696,0.920075728,0.40548167,0.535347101,0.029642264,0.311125837,0,0
FCR,50,2019-06-27,0.1,2,1,13.3574,3.6848,2.257615744,0.928555039,2.431321406,300,300,9.603766486,0.112042847,0.115161417,0.188559146,0.084516576,0.083409151,0.091858282,1.465395037,0.653066206,2.53618318,1.027833722,1.380680833,1.253685725,1.362589717,1.637346531,2.231031546,2.260652973,0.98689696,0.920075728,0.40548167,0.535347101,0.029642264,0.311125837,0,0
FCR,50,2019-06-27,0.1,2,2,14.2786,4.1454,2.316123897,1.037705561,2.231966353,300,300,12.19355111,0.098307881,0.100419151,0.199532797,0.090561676,0.084440285,0.084046415,1.431915035,0.650653233,3.203984842,1.021476095,1.189232738,1.194805879,1.108848192,1.986999442,2.203280738,2.363004787,0.932406379,1.077519797,0.433244348,0.563112421,0.078693977,0.251883732,0,0
FCR,50,2019-06-27,5,1,1,10.3635,3.6848,2.046494276,0.993344384,2.060206218,305,304,15.46009093,0.238728667,0.192796068,0.241639706,0.112251018,0.122408316,0.154155236,1.553569696,0.692442573,1.919155315,0.807594958,1.575024265,1.250661823,1.717544046,1.253343535,2.152672727,1.974046481,1.090487356,0.728168705,0.47339479,0.736488271,0.097951307,0.474600922,0,0
FCR,50,2019-06-27,5,1,2,10.5938,3.6848,2.017552946,0.950426983,2.122785846,300,300,14.73061936,0.07794098,0.082908603,0.20919061,0.104730993,0.087467467,0.082900401,1.531417275,0.651162244,3.874912395,1.063735706,0.94787932,1.000098937,0.791633887,2.523147192,1.99740882,2.391639044,0.835163159,1.263335177,0.471758008,0.589071975,0.115262968,0.204436706,0,0
FCR,50,2019-06-27,5,2,1,13.1271,4.1454,2.390187556,1.193117986,2.00331198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-27,9,1,1,11.515,4.1454,2.305726327,1.212607582,1.901461249,300,300,15.39706266,0.270837251,0.20257321,0.208858494,0.094045126,0.105962269,0.153201927,1.573259557,0.71993182,1.528216947,0.747951803,1.911748511,1.322262808,2.15400008,1.031027222,2.220832718,1.971064756,1.126717279,0.613863862,0.395775081,0.587846706,0.184231552,0.511559031,0,0
FCR,50,2019-06-27,9,2,1,11.0544,3.9151,2.198106616,1.111905725,1.976882181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-06-27,9,2,2,11.9756,4.606,2.281604,1.214402,1.878788,300,300,17.62436221,0.205464756,0.154715212,0.230172592,0.111641959,0.115438016,0.130554135,1.560797157,0.70694224,2.093509384,0.753001219,1.3402449,1.185065575,1.385815989,1.487717917,2.061703276,1.993906351,1.034002061,0.855139199,0.459480997,0.71258794,0.078586244,0.408109202,0,0
FCR,99,2019-06-27,0.1,2,1,8.0605,2.7636,1.781550078,0.738844239,2.411266114,300,300,9.0099358,0.02379435,0.034213667,0.132376946,0.070783981,0.051240495,0.04242094,1.401378042,0.566907941,5.521752058,1.437890344,0.667707573,0.806527785,0.483353243,3.869124809,1.870154024,2.583443934,0.723899597,1.668609441,0.369818732,0.333709123,0.085837627,0.095117147,0,0
FCR,100,2019-06-27,0.1,2,1,7.5999,3.6848,1.83091879,1.10086343,1.663166148,305,306,13.59301285,0.025872211,0.033345019,0.134344322,0.069029107,0.050807708,0.042916779,1.434576011,0.612380737,5.295106467,1.288835314,0.656298437,0.776969282,0.483057371,4.028917223,1.946198163,2.644172075,0.736033098,1.608441,0.366296078,0.321817299,0.148388275,0.087019693,0,0
FCR,101,2019-06-27,0.1,1,1,7.8302,2.5333,1.757037391,0.703642487,2.497059833,300,300,6.454239277,0.026594417,0.035979867,0.130939501,0.0676387,0.050820325,0.044460838,1.423598281,0.599873325,5.488852989,1.352910556,0.70798184,0.809248506,0.531942023,3.639243625,1.935866615,2.576518399,0.751349812,1.521309601,0.358378962,0.327992437,0.096433837,0.091415106,0,0
FCR,102,2019-06-27,0.1,1,1,12.2059,4.3757,2.345629533,1.245489157,1.883299842,300,300,16.11869907,0.343289466,0.319320518,0.157873241,0.059461949,0.08210775,0.179741027,1.417233063,0.752541287,0.781097819,0.930178607,3.889042337,1.776558882,5.370165672,0.494403687,2.655029708,1.92275687,1.380845259,0.330820126,0.319134498,0.383738181,0.129683113,0.725600773,0,0
FCR,200,2019-06-27,0.1,2,1,16.8119,5.9878,2.617045307,1.56228873,1.675135496,310,310,11.04973597,0.215034432,0.161074913,0.312870879,0.157946024,0.122331071,0.142563095,1.43268793,0.544460577,3.057663145,0.749065682,1.316713016,1.129850008,1.019809864,1.942393588,1.980872142,2.55757492,0.774511873,1.107902608,0.825516988,0.839517611,0,0.425447564,0,0
FCR,50,2019-07-01,0.1,2,1,20.0361,7.5999,2.783112706,1.787998989,1.556551611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-01,0.1,2,2,10.1332,3.6848,2.065265977,1.047177548,1.972221407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-01,5,1,1,9.6726,4.1454,2.004188,1.191275,1.682389,305,304,15.91440244,0.195556489,0.071652998,0.193166863,0.100101222,0.084343303,0.074774054,1.531360249,0.689372856,3.63812192,0.366405628,0.849539869,0.958260178,0.715805432,2.695865731,1.929715335,2.290245419,0.842580153,1.33871599,0.430251892,0.515975716,0.192720864,0.221605199,0,0
FCR,50,2019-07-01,9,1,1,13.818,7.3696,2.417177396,1.876438474,1.288173009,300,300,24.18741209,0.223856032,0.108407276,0.244877569,0.117924004,0.106823713,0.102168841,1.562346399,0.694208491,2.667634647,0.4842723,1.014824071,1.061060055,0.919297783,2.258866552,2.076571014,2.292352151,0.905869115,1.154207129,0.523202064,0.643687779,0.449085653,0.30318886,0,0
FCR,50,2019-07-03,0.1,1,1,15.6604,5.0666,2.441020507,1.336049927,1.827042881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-03,0.1,1,1,19.1149,7.3696,2.667569922,1.821928799,1.464146087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-03,0.1,1,2,15.1998,5.0666,2.412649206,1.33285489,1.81013644,300,300,17.38708348,0.097511594,0.056308718,0.20627015,0.095592377,0.088053205,0.07455183,1.509879524,0.643694886,3.455935861,0.577456643,0.63948516,0.755296253,0.589050296,3.663200975,2.15780962,2.342562661,0.921132081,1.282227099,0.403807841,0.596391921,0.134005061,0.180967316,0,0
FCR,50,2019-07-03,5,1,1,12.6665,4.8363,2.283472915,1.310000358,1.743108619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-03,5,1,1,12.8968,5.9878,2.317015201,1.596795535,1.451040631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-03,5,1,1,9.9029,2.9939,1.979944003,0.83420033,2.373463461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-03,5,1,2,13.3574,5.9878,2.330925494,1.596315154,1.460191296,300,300,14.26477322,0.107781039,0.105257196,0.203677714,0.097644771,0.095437546,0.09450701,1.560270229,0.688425876,2.980592695,0.976583604,1.102890851,1.113750137,1.077960389,1.935047888,2.085904974,2.134146611,0.97739535,1.033201357,0.40314205,0.624308458,0.12272385,0.2536906,0,0
FCR,50,2019-07-03,5,1,2,9.6726,3.2242,1.945018095,0.765444856,2.541029679,300,300,14.26477322,0.107781039,0.105257196,0.203677714,0.097644771,0.095437546,0.09450701,1.560270229,0.688425876,2.980592695,0.976583604,1.102890851,1.113750137,1.077960389,1.935047888,2.085904974,2.134146611,0.97739535,1.033201357,0.40314205,0.624308458,0.12272385,0.2536906,0,0
FCR,50,2019-07-03,5,2,2,12.8968,5.5272,2.32823233,1.475415596,1.578017974,300,300,17.6941472,0.079575699,0.046808695,0.203170169,0.104040711,0.086546605,0.07204181,1.517231597,0.640767556,4.010329956,0.588228514,0.540849582,0.649743459,0.449907487,4.34043652,1.952794889,2.347523277,0.831853259,1.444171251,0.421390864,0.594958026,0.142337292,0.155412102,0,0
FCR,50,2019-07-03,9,1,1,11.2847,5.9878,2.211662441,1.679742499,1.31666755,300,300,19.94434511,0.032863056,0.037769438,0.195598577,0.099783977,0.082866729,0.064972471,1.522392049,0.676096882,5.13927492,1.149297814,0.45578531,0.58131448,0.378512054,5.178752639,1.960220298,2.360399378,0.830461284,1.535788555,0.381726728,0.577024686,0.288699538,0.089902609,0,0
FCR,50,2019-07-08,0.1,2,1,14.0483,4.1454,2.301731634,1.069852767,2.151447102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-08,0.1,2,2,13.3574,4.1454,2.251026412,1.011053561,2.22641658,300,300,16.31975452,0.364856199,0.128218762,0.228768287,0.1036986,0.096494443,0.102209782,1.518349584,0.637000443,2.685047227,0.351422732,1.328768355,1.254466648,1.23645606,1.784202895,2.206088481,2.370792346,0.930527925,1.014566299,0.555388507,0.562231878,0.124792023,0.380806156,0,0
FCR,50,2019-07-08,5,1,1,12.4362,6.4484,2.317558801,1.701864502,1.361776333,300,300,24.90427609,0.211443968,0.094060442,0.219250362,0.110862962,0.093554831,0.089055182,1.544140232,0.689272884,3.091058335,0.444848074,1.005404429,1.056204027,0.848438833,2.330951861,1.977670077,2.343549326,0.843878153,1.244879402,0.499745803,0.548235477,0.286312019,0.287419492,0,0
FCR,50,2019-07-08,9,1,1,13.5877,7.8302,2.411532673,1.931242587,1.248694851,300,300,26.21231708,0.20923773,0.085069011,0.221191199,0.106394361,0.097529213,0.090942698,1.534531019,0.720351014,2.7521575,0.406566306,0.872241339,0.935413323,0.799563152,2.600138359,2.078974821,2.267948164,0.916676516,1.169905492,0.440194582,0.549196082,0.535945105,0.272076885,0,0
FCR,100,2019-07-08,0.1,2,1,7.3696,1.1515,1.656334635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
FCR,100,2019-07-08,0.1,2,2,5.0666,-1.3818,1.085663066,NA,NA,300,300,8.84992739,0.062257074,0.087082034,0.153950957,0.078978093,0.061555353,0.065782129,1.417746462,0.58132561,3.509467552,1.398749233,1.414694724,1.323794698,1.10260999,1.767884257,1.949286843,2.501016532,0.779397824,1.200601038,0.438968226,0.382959321,0.040468737,0.221589906,2,0
FCR,200,2019-07-08,0.1,1,1,13.818,3.6848,2.290610357,0.892174051,2.567447858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,200,2019-07-08,0.1,1,2,13.3574,2.7636,2.223807,0.182174,12.20707,325,324,11.01859368,0.043653929,0.055778484,0.294470006,0.15160243,0.105852538,0.082086074,1.425726591,0.522886143,6.54244655,1.277742606,0.526945176,0.679512149,0.367926056,5.279275868,1.94238315,2.78188895,0.698224546,1.846871506,0.818022104,0.771770513,0.123767657,0.137940924,0,0
FCR,50,2019-07-15,0.1,1,1,17.9634,5.7575,2.589382285,1.395465738,1.855568513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-15,0.1,1,2,17.9634,5.5272,2.578618184,1.353697128,1.904870839,300,300,18.89472447,0.141819564,0.110114565,0.236071202,0.105092225,0.098491709,0.100048751,1.436326368,0.625283239,2.591135573,0.776441291,1.118008472,1.100609096,1.047789834,2.143868987,2.24632413,2.39686369,0.937193108,1.050410169,0.461394433,0.683376712,0.120709335,0.298538205,0,0
FCR,50,2019-07-15,5,1,1,13.3574,5.5272,2.327979621,1.490111909,1.562285092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-15,5,1,2,13.3574,5.5272,2.305268608,1.454009826,1.585456003,300,300,25.60413276,0.125606023,0.117067984,0.211474078,0.100673506,0.095048157,0.099010965,1.514228816,0.70160177,2.432486335,0.932025239,1.231670209,1.182373923,1.162847983,1.806421121,2.100593157,2.22491508,0.944122846,1.016791482,0.405308431,0.619207283,0.342763053,0.299348081,0,0
FCR,50,2019-07-15,5,2,1,12.4362,4.606,2.251703746,1.256318492,1.792303274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-07-15,5,2,2,12.8968,4.606,2.291061073,1.325542304,1.728395289,300,300,20.65233713,0.096963399,0.072410097,0.230899666,0.12087544,0.100673093,0.08657222,1.569832243,0.672483554,3.778380453,0.746777629,0.719259683,0.836412621,0.599047229,3.188777182,1.910228135,2.293558865,0.832866408,1.396238194,0.48192363,0.684164977,0.115872664,0.216603969,0,0
FCR,50,2019-07-15,9,2,1,10.5938,5.5272,2.127776805,1.607787331,1.323419313,300,300,18.26475204,0.034053842,0.039503832,0.187897205,0.096407638,0.081339139,0.064769562,1.553213276,0.703841921,5.359799907,1.160040375,0.485668184,0.609913522,0.409758319,4.756429845,1.9489867,2.310046643,0.84370015,1.488471358,0.38108315,0.549849294,0.251684726,0.095622401,0,0
BVR,1,2019-07-18,0.1,1,1,12.4362,4.8363,2.242095235,1.307359968,1.714979264,300,300,16.09687101,0.068509075,0.073724997,0.162861972,0.072850954,0.07187363,0.06771685,1.459153217,0.733196953,2.687712335,1.076134755,1.025758647,1.088724551,1.011997696,2.209046841,2.235550312,2.265948899,0.986584611,1.075817223,0.324944733,0.430779626,0.236450722,0.225900188,0,0
BVR,20,2019-07-18,0.1,1,1,13.5877,5.2969,2.338705897,1.462571503,1.599036964,300,300,21.09333859,0.095295933,0.101641477,0.174388266,0.075549877,0.085436009,0.086162155,1.431255306,0.733157819,2.074957966,1.06658777,1.189679597,1.179653364,1.345355955,1.715719523,2.308253478,2.04115651,1.130855701,0.876833644,0.331559363,0.474097078,0.288582423,0.29675783,0,0
BVR,30,2019-07-18,0.1,2,1,14.5089,6.4484,2.412395621,1.68828197,1.428905635,300,300,23.54170229,0.080449898,0.084018992,0.182461317,0.076574187,0.078407179,0.077729146,1.470865669,0.745183814,2.383014833,1.044364181,1.071572698,1.080920048,1.097223424,2.171667538,2.382804493,2.327099643,1.023937458,0.985141242,0.343963914,0.445110506,0.498146201,0.242606217,0,0
