Reservoir,Site,DateTime,Depth_m,Chla_ugL,Pheo_ugL,Flag_Chla,Flag_Pheo
BVR,50,2016-06-23 12:00:00,5,5.4,2,0,0
BVR,50,2016-06-23 12:00:00,9,48.1,10.2,0,0
BVR,50,2016-06-26 12:00:00,6,9.2,4.7,0,0
BVR,50,2016-06-26 12:00:00,9,85.8,16.1,0,0
BVR,50,2016-06-28 12:00:00,4,5.5,1.7,0,0
BVR,50,2016-06-28 12:00:00,9,95.1,13.5,0,0
BVR,50,2016-06-30 12:00:00,4,8.6,3.8,0,0
BVR,50,2016-06-30 12:00:00,9,158,22,0,0
BVR,50,2016-07-07 12:00:00,5,13.4,6.1,0,0
BVR,50,2016-07-07 12:00:00,9,93.6,12.9,0,0
BVR,50,2016-07-14 12:00:00,4,13.8,6.8,0,0
BVR,50,2016-07-14 12:00:00,7.5,54.6,14.8,0,0
BVR,50,2016-07-21 12:00:00,5,17.6,4.8,3,3
BVR,50,2016-07-21 12:00:00,7,74.7,5.7,3,3
BVR,50,2016-07-24 12:00:00,6.8,41.2,8.6,3,3
BVR,50,2016-07-28 12:00:00,4,6.7,1.4,3,3
BVR,50,2016-07-28 12:00:00,7,33.4,9.3,3,3
BVR,50,2016-08-04 12:00:00,7,68.8,10.6,3,3
BVR,50,2016-08-11 12:00:00,3.5,11.3,2.9,0,0
BVR,50,2016-08-11 12:00:00,7,55.7,7.1,3,3
BVR,50,2016-08-18 12:00:00,4,9.1,1.3,3,3
BVR,50,2016-08-18 12:00:00,6,19,3.4,3,3
BVR,50,2016-08-23 12:00:00,4,17.5,6.7,0,0
BVR,50,2016-08-23 12:00:00,6.5,68.1,15,0,0
BVR,50,2016-09-06 12:00:00,3,8.3,3.2,0,0
BVR,50,2016-09-06 12:00:00,7,31.5,16.1,0,0
BVR,50,2016-09-17 12:00:00,3,12.8,5.1,0,0
BVR,50,2016-09-17 12:00:00,6,130.7,NA,0,2
BVR,50,2016-09-27 12:00:00,1.5,10.6,7,0,0
BVR,50,2016-09-27 12:00:00,7,11,7.9,0,0
BVR,50,2016-10-11 12:00:00,3,6.1,3.6,0,0
BVR,50,2016-10-11 12:00:00,9,74.8,NA,0,2
BVR,50,2016-10-25 12:00:00,3,5.2,2.1,0,0
BVR,50,2018-05-04 12:00:00,0.1,3,0.4,0,0
BVR,50,2018-05-04 12:00:00,0.1,2.6,0.7,0,0
BVR,50,2018-05-04 12:00:00,3,4.5,1.7,0,0
BVR,50,2018-05-04 12:00:00,6,16.2,-17.9,4,4
BVR,50,2018-05-11 12:00:00,0.1,3.2,0.6,0,0
BVR,50,2018-05-11 12:00:00,3,3.5,1.1,0,0
BVR,50,2018-05-11 12:00:00,6,2.9,2.3,0,0
FCR,50,2018-04-23 12:00:00,0.1,1.9,1,0,0
FCR,50,2018-04-23 12:00:00,1.6,1.9,0.7,0,0
FCR,50,2018-04-23 12:00:00,3.8,3.7,2.6,0,0
FCR,50,2018-04-23 12:00:00,3.8,3.7,1.6,0,0
FCR,50,2018-04-23 12:00:00,5,8.4,3.6,0,0
FCR,50,2018-05-07 12:00:00,0.1,1.9,0.4,0,0
FCR,50,2018-05-07 12:00:00,0.1,1.9,0.3,0,0
FCR,50,2018-05-07 12:00:00,1.6,1.9,0.6,0,0
FCR,50,2018-05-07 12:00:00,3.8,2.3,0.5,0,0
FCR,50,2018-05-07 12:00:00,5,1.9,0.8,0,0
FCR,50,2018-05-14 12:00:00,0.1,1.2,0.4,0,0
FCR,50,2018-05-14 12:00:00,3.8,3.1,0.9,0,0
BVR,50,2018-05-17 12:00:00,0.1,4.8,1,0,0
FCR,50,2018-05-21 12:00:00,0.1,3.3,0.9,0,0
FCR,50,2018-05-28 12:00:00,0.1,6.7,2.6,0,0
FCR,50,2018-06-25 12:00:00,3.8,9,2.5,0,0
BVR,50,2018-06-14 12:00:00,0.1,9,1.7,0,0
CCR,50,2018-06-27 12:00:00,6,4,2.4,0,0
BVR,50,2018-06-14 12:00:00,3,13.5,7.2,0,0
FCR,50,2018-05-28 12:00:00,5,3.1,2.8,0,0
FCR,50,2018-06-25 12:00:00,0.1,10.6,2.2,0,0
CCR,50,2018-05-16 12:00:00,12,3.5,1.6,0,0
BVR,50,2018-06-21 12:00:00,3,12.1,3.1,0,0
BVR,50,2018-06-21 12:00:00,6,8.9,2.5,0,0
FCR,50,2018-05-21 12:00:00,1.6,4.4,1.7,0,0
BVR,50,2018-06-28 12:00:00,6,24.2,4.2,0,0
CCR,50,2018-05-16 12:00:00,6,4,1.4,0,0
FCR,50,2018-06-04 12:00:00,5,3,2.9,0,0
CCR,50,2018-06-27 12:00:00,12,1,1.5,0,0
FCR,50,2018-05-28 12:00:00,3.8,5.3,3.5,0,0
FCR,50,2018-06-25 12:00:00,0.1,10.4,2.1,0,0
BVR,50,2018-05-31 12:00:00,6,2.4,0.9,0,0
FCR,50,2018-06-18 12:00:00,0.1,3.7,0.8,0,0
FCR,50,2018-05-21 12:00:00,3.8,3.7,2.7,0,0
BVR,50,2018-05-24 12:00:00,3,4.2,1.8,0,0
FCR,50,2018-06-18 12:00:00,3.8,5.2,2.6,0,0
BVR,50,2018-05-31 12:00:00,3,10.1,3.4,0,0
FCR,50,2018-05-28 12:00:00,1.6,8.5,3.3,0,0
FCR,50,2018-06-04 12:00:00,1.6,3,2.6,0,0
BVR,50,2018-05-24 12:00:00,6,2.2,1.5,0,0
FCR,50,2018-06-25 12:00:00,5,5.6,2.9,0,0
BVR,50,2018-06-28 12:00:00,3,23.9,4.3,0,0
CCR,50,2018-05-16 12:00:00,6,3.6,1.2,0,0
BVR,50,2018-06-28 12:00:00,0.1,23.9,2.3,0,0
BVR,50,2018-05-24 12:00:00,0.1,3.2,1.4,0,0
FCR,50,2018-06-11 12:00:00,0.1,3.2,1.1,0,0
FCR,50,2018-05-28 12:00:00,1.6,8.3,2.7,0,0
BVR,50,2018-06-14 12:00:00,3,13.5,6.2,0,0
BVR,50,2018-06-21 12:00:00,3,9.3,1.1,0,0
FCR,50,2018-06-25 12:00:00,1.6,9.9,2.5,0,0
BVR,50,2018-05-17 12:00:00,6,2.8,1.2,0,0
FCR,50,2018-06-11 12:00:00,1.6,3.5,0.4,0,0
CCR,50,2018-06-27 12:00:00,0.1,3.9,1.5,0,0
FCR,50,2018-05-21 12:00:00,5,3.3,2.1,0,0
FCR,50,2018-06-18 12:00:00,1.6,3.7,0.7,0,0
BVR,50,2018-05-31 12:00:00,0.1,8.6,2.4,0,0
BVR,50,2018-05-17 12:00:00,3,3.9,0.9,0,0
BVR,50,2018-06-28 12:00:00,6,24.9,4.8,0,0
BVR,50,2018-05-24 12:00:00,3,4,1.7,0,0
CCR,50,2018-06-13 12:00:00,6,5.2,2.4,0,0
FCR,50,2018-06-11 12:00:00,3.8,3.7,1.8,0,0
CCR,50,2018-05-30 12:00:00,0.1,2.8,1.1,0,0
BVR,50,2018-06-07 12:00:00,0.1,5.9,1.1,0,0
BVR,50,2018-06-07 12:00:00,6,8.4,2.5,0,0
BVR,50,2018-06-14 12:00:00,6,4.9,2.8,0,0
CCR,50,2018-06-27 12:00:00,6,4,2.2,0,0
BVR,50,2018-06-07 12:00:00,3,6,2,0,0
BVR,50,2018-05-17 12:00:00,3,3.9,1.6,0,0
CCR,50,2018-06-13 12:00:00,6,5.7,1.8,0,0
BVR,50,2018-06-21 12:00:00,6,8.4,2.6,0,0
FCR,50,2018-06-04 12:00:00,0.1,2.2,1.6,0,0
CCR,50,2018-06-13 12:00:00,12,2.6,1.1,0,0
FCR,50,2018-06-04 12:00:00,3.8,3.5,2.9,0,0
CCR,50,2018-05-30 12:00:00,12,3.2,1.4,0,0
FCR,50,2018-06-18 12:00:00,5,5.2,2.5,0,0
FCR,50,2018-06-11 12:00:00,5,5.7,2.7,0,0
BVR,50,2018-06-07 12:00:00,6,8.9,2.3,0,0
CCR,50,2018-05-30 12:00:00,6,5.2,1.2,0,0
CCR,50,2018-06-13 12:00:00,0.1,1.3,0.6,0,0
CCR,50,2018-05-30 12:00:00,6,4.7,1.6,0,0
BVR,50,2018-05-31 12:00:00,6,2.2,1.9,0,0
FCR,50,2018-07-02 12:00:00,1.6,5.9,3.3,0,0
FCR,50,2018-07-02 12:00:00,3.8,5,3.9,0,0
BVR,50,2018-07-05 12:00:00,0.1,23.2,3.2,0,0
FCR,50,2018-07-09 12:00:00,1.6,7.2,3,0,0
CCR,50,2018-07-11 12:00:00,6,5.2,3.9,0,0
BVR,50,2018-07-12 12:00:00,6,30.5,4.9,0,0
BVR,50,2018-07-19 12:00:00,3,17.9,4.5,0,0
BVR,50,2018-07-19 12:00:00,0.1,12.1,2.3,0,0
CCR,50,2018-07-25 12:00:00,6,4.5,2.7,0,0
BVR,50,2018-07-26 12:00:00,3,19,6.1,0,0
FCR,50,2018-07-30 12:00:00,3.8,7.2,5.1,0,0
BVR,50,2018-08-02 12:00:00,3,18.3,9.1,0,0
FCR,50,2018-08-06 12:00:00,1.6,9.1,3,0,0
CCR,50,2018-08-08 12:00:00,6,4.5,2.7,0,0
BVR,50,2018-08-09 12:00:00,0.1,13.8,4.6,0,0
FCR,50,2018-08-13 12:00:00,1,7.8,5.7,0,0
BVR,50,2018-08-16 12:00:00,6,53,8.4,0,0
BVR,50,2018-08-16 12:00:00,3,18.6,7.2,0,0
BVR,50,2018-08-16 12:00:00,0.1,16.7,4.9,0,0
FCR,50,2018-08-20 12:00:00,1.6,6.9,2.2,0,0
CCR,50,2018-08-22 12:00:00,6,6.2,3.4,0,0
CCR,50,2018-08-22 12:00:00,0.1,3.1,1.1,0,0
BVR,50,2018-08-23 12:00:00,6,35.2,5.5,0,0
BVR,50,2018-08-23 12:00:00,0.1,13.3,10,0,0
FCR,50,2018-08-27 12:00:00,0.1,7.3,2.4,0,0
FCR,50,2018-09-03 12:00:00,0.1,6.2,3.7,0,0
BVR,50,2018-09-07 12:00:00,0.1,9.3,3.6,0,0
FCR,50,2019-06-10 12:00:00,1.6,7.7,2.6,0,0
BVR,50,2019-07-03 12:00:00,0.1,1.3,0.3,0,0
BVR,50,2019-07-03 12:00:00,9,46.6,15.1,0,0
BVR,50,2019-06-06 12:00:00,0.1,1.3,0.6,0,0
BVR,50,2019-06-20 12:00:00,0.1,1.8,0.5,0,0
FCR,50,2019-04-15 12:00:00,1.6,4.3,2.2,0,0
FCR,50,2019-05-27 12:00:00,1.6,2.4,0.8,0,0
BVR,50,2019-05-23 12:00:00,0.1,0.7,0.1,0,0
BVR,50,2019-05-30 12:00:00,9,42.4,5.9,0,0
BVR,50,2019-06-20 12:00:00,9,35.5,8.6,0,0
BVR,50,2019-06-13 12:00:00,0.1,1.1,0.6,0,0
FCR,50,2019-07-01 12:00:00,1.6,10.9,2.5,0,0
FCR,50,2019-06-24 12:00:00,1.6,6.8,1.9,0,0
BVR,50,2019-04-08 12:00:00,0.1,1.2,0.4,0,0
FCR,50,2019-05-13 12:00:00,1.6,2.7,2.3,0,0
BVR,50,2019-06-06 12:00:00,9,37.5,4.3,0,0
FCR,50,2019-06-17 12:00:00,1.6,6.3,1.7,0,0
FCR,50,2019-05-20 12:00:00,1.6,2.2,1.3,0,0
FCR,50,2019-04-22 12:00:00,1.6,3.6,3,0,0
BVR,50,2019-06-13 12:00:00,9,56.2,10.6,0,0
FCR,50,2019-05-06 12:00:00,1.6,2,1.9,0,0
FCR,50,2019-04-29 12:00:00,1.6,1.5,1,0,0
FCR,50,2019-06-03 12:00:00,1.6,4.8,1.8,0,0
BVR,50,2019-05-16 12:00:00,0.1,1,0.5,0,0
FCR,50,2019-04-01 12:00:00,1.6,1.8,0.8,0,0
FCR,50,2019-04-01 12:00:00,5,3.2,1.2,0,0
FCR,50,2019-07-15 12:00:00,1.6,29.3,4.3,0,0
FCR,50,2019-04-22 12:00:00,5,4.3,2.4,0,0
FCR,50,2019-04-15 12:00:00,3.8,2.4,3.1,0,0
FCR,50,2019-05-27 12:00:00,3.8,5.4,2.3,0,0
FCR,50,2019-04-29 12:00:00,3.8,4.1,4.3,0,0
FCR,50,2019-05-06 12:00:00,5,4.9,4.5,0,0
FCR,50,2019-05-13 12:00:00,5,6.3,3.1,0,0
FCR,50,2019-04-01 12:00:00,3.8,0.8,0.1,4,4
FCR,50,2019-05-06 12:00:00,3.8,19,12.7,0,0
FCR,50,2019-04-15 12:00:00,5,1.7,2.7,0,0
FCR,50,2019-05-27 12:00:00,5,8.5,5.6,0,0
FCR,50,2019-07-08 12:00:00,1.6,10.4,1.8,0,0
FCR,50,2019-05-20 12:00:00,3.8,5.3,2.4,0,0
FCR,50,2019-04-29 12:00:00,5,4.4,4.4,0,0
FCR,50,2019-07-29 12:00:00,1.6,19.3,1.4,0,0
FCR,50,2019-08-12 12:00:00,1.6,33.9,1.7,0,0
FCR,50,2019-08-05 12:00:00,1.6,28.8,2.2,0,0
FCR,50,2019-07-22 12:00:00,1.6,15.5,1.7,0,0
BVR,1,2019-04-29 12:00:00,0.1,2,NA,0,2
BVR,100,2019-04-29 12:00:00,0.1,0.3,NA,0,2
BVR,20,2019-04-29 12:00:00,0.1,1.7,NA,0,2
BVR,200,2019-04-29 12:00:00,0.1,1.3,NA,0,2
BVR,30,2019-04-29 12:00:00,0.1,1.8,NA,0,2
BVR,45,2019-04-29 12:00:00,0.1,2.7,NA,0,2
BVR,50,2019-04-29 12:00:00,0.1,2.7,NA,0,2
FCR,1,2019-04-29 12:00:00,0.1,1.3,NA,0,2
FCR,100,2019-04-29 12:00:00,0.1,1.1,NA,0,2
FCR,101,2019-04-29 12:00:00,0.1,1.5,NA,0,2
FCR,102,2019-04-29 12:00:00,0.1,2,NA,0,2
FCR,20,2019-04-29 12:00:00,0.1,1.8,NA,0,2
FCR,200,2019-04-29 12:00:00,0.1,0.7,NA,0,2
FCR,30,2019-04-29 12:00:00,0.1,2,NA,0,2
FCR,45,2019-04-29 12:00:00,0.1,2,NA,0,2
FCR,50,2019-04-29 12:00:00,0.1,1.8,NA,0,2
FCR,99,2019-04-29 12:00:00,0.1,0.7,NA,0,2
BVR,1,2019-05-30 12:00:00,0.1,1,NA,0,2
BVR,100,2019-05-30 12:00:00,0.1,0.5,NA,0,2
BVR,20,2019-05-30 12:00:00,0.1,1.5,NA,0,2
BVR,200,2019-05-30 12:00:00,0.1,1.7,NA,0,2
BVR,30,2019-05-30 12:00:00,0.1,1.7,NA,0,2
BVR,45,2019-05-30 12:00:00,0.1,1,NA,0,2
BVR,50,2019-05-30 12:00:00,0.1,1.4,NA,0,2
FCR,1,2019-05-30 12:00:00,0.1,0.9,NA,0,2
FCR,100,2019-05-30 12:00:00,0.1,0.5,NA,0,2
FCR,101,2019-05-30 12:00:00,0.1,0.5,NA,0,2
FCR,102,2019-05-30 12:00:00,0.1,0.9,NA,0,2
FCR,20,2019-05-30 12:00:00,0.1,4.8,NA,0,2
FCR,200,2019-05-30 12:00:00,0.1,0.7,NA,0,2
FCR,30,2019-05-30 12:00:00,0.1,4.6,NA,0,2
FCR,45,2019-05-30 12:00:00,0.1,4.6,NA,0,2
FCR,50,2019-05-30 12:00:00,0.1,3.8,NA,0,2
FCR,99,2019-05-30 12:00:00,0.1,0.5,NA,0,2
BVR,1,2019-06-27 12:00:00,0.1,0.9,NA,0,2
BVR,100,2019-06-27 12:00:00,0.1,0.3,NA,0,2
BVR,20,2019-06-27 12:00:00,0.1,1.4,NA,0,2
BVR,200,2019-06-27 12:00:00,0.1,0.5,NA,0,2
BVR,30,2019-06-27 12:00:00,0.1,1.1,NA,0,2
BVR,45,2019-06-27 12:00:00,0.1,1.1,NA,0,2
BVR,50,2019-06-27 12:00:00,0.1,0.9,NA,0,2
FCR,1,2019-06-27 12:00:00,0.1,2.2,NA,0,2
FCR,100,2019-06-27 12:00:00,0.1,0.3,NA,0,2
FCR,101,2019-06-27 12:00:00,0.1,0.4,NA,0,2
FCR,102,2019-06-27 12:00:00,0.1,0.4,NA,0,2
FCR,20,2019-06-27 12:00:00,0.1,9.6,NA,0,2
FCR,200,2019-06-27 12:00:00,0.1,0.4,NA,0,2
FCR,30,2019-06-27 12:00:00,0.1,8.6,NA,0,2
FCR,45,2019-06-27 12:00:00,0.1,10.1,NA,0,2
FCR,50,2019-06-27 12:00:00,0.1,7.2,NA,0,2
FCR,99,2019-06-27 12:00:00,0.1,0.3,NA,0,2
BVR,1,2019-07-18 12:00:00,0.1,1.7,NA,0,2
BVR,100,2019-07-18 12:00:00,0.1,0.1,NA,1,2
BVR,20,2019-07-18 12:00:00,0.1,2.1,NA,0,2
BVR,200,2019-07-18 12:00:00,0.1,1.2,NA,0,2
BVR,30,2019-07-18 12:00:00,0.1,2.3,NA,0,2
BVR,45,2019-07-18 12:00:00,0.1,1.8,NA,0,2
BVR,50,2019-07-18 12:00:00,0.1,1.5,NA,0,2
FCR,1,2019-07-18 12:00:00,0.1,2,NA,0,2
FCR,100,2019-07-18 12:00:00,0.1,0.3,NA,0,2
FCR,101,2019-07-18 12:00:00,0.1,0.2,NA,1,2
FCR,20,2019-07-18 12:00:00,0.1,18.2,NA,0,2
FCR,200,2019-07-18 12:00:00,0.1,1.1,NA,0,2
FCR,30,2019-07-18 12:00:00,0.1,17.2,NA,0,2
FCR,45,2019-07-18 12:00:00,0.1,14.1,NA,0,2
FCR,50,2019-07-18 12:00:00,0.1,15.1,NA,0,2
FCR,99,2019-07-18 12:00:00,0.1,0.2,NA,1,2
FCR,102,2019-07-22 12:00:00,0.1,0.3,NA,0,2
BVR,1,2019-08-22 12:00:00,0.1,5.8,NA,0,2
BVR,100,2019-08-22 12:00:00,0.1,0.5,NA,0,2
BVR,20,2019-08-22 12:00:00,0.1,5.9,NA,0,2
BVR,200,2019-08-22 12:00:00,0.1,1.3,NA,0,2
BVR,30,2019-08-22 12:00:00,0.1,6.4,NA,0,2
BVR,45,2019-08-22 12:00:00,0.1,4.4,NA,0,2
BVR,50,2019-08-22 12:00:00,0.1,4.6,NA,0,2
FCR,1,2019-08-22 12:00:00,0.1,6.2,NA,0,2
FCR,100,2019-08-22 12:00:00,0.1,1,NA,0,2
FCR,101,2019-08-22 12:00:00,0.1,1.6,NA,0,2
FCR,102,2019-08-22 12:00:00,0.1,0.1,NA,1,2
FCR,20,2019-08-22 12:00:00,0.1,41.5,NA,0,2
FCR,200,2019-08-22 12:00:00,0.1,0.7,NA,0,2
FCR,30,2019-08-22 12:00:00,0.1,36.7,NA,0,2
FCR,45,2019-08-22 12:00:00,0.1,36.1,NA,0,2
FCR,50,2019-08-22 12:00:00,0.1,35.8,NA,0,2
FCR,99,2019-08-22 12:00:00,0.1,0.6,NA,0,2
BVR,1,2019-09-20 12:00:00,0.1,10,NA,0,2
BVR,1,2019-09-20 12:00:00,0.1,10.7,NA,0,2
BVR,20,2019-09-20 12:00:00,0.1,13.7,NA,0,2
BVR,20,2019-09-20 12:00:00,0.1,11.7,NA,0,2
BVR,30,2019-09-20 12:00:00,0.1,13.7,NA,0,2
BVR,30,2019-09-20 12:00:00,0.1,14.8,NA,0,2
BVR,45,2019-09-20 12:00:00,0.1,8.6,NA,0,2
BVR,45,2019-09-20 12:00:00,0.1,8.9,NA,0,2
BVR,50,2019-09-20 12:00:00,0.1,10.1,NA,0,2
BVR,50,2019-09-20 12:00:00,0.1,10.2,NA,0,2
FCR,20,2019-09-20 12:00:00,0.1,24.7,NA,0,2
FCR,20,2019-09-20 12:00:00,0.1,25.1,NA,0,2
FCR,30,2019-09-20 12:00:00,0.1,26.5,NA,0,2
FCR,45,2019-09-20 12:00:00,0.1,23.8,NA,0,2
FCR,45,2019-09-20 12:00:00,0.1,17.9,NA,0,2
FCR,50,2019-09-20 12:00:00,0.1,29.4,NA,0,2
FCR,50,2019-09-20 12:00:00,0.1,26,NA,0,2
BVR,1,2019-10-04 12:00:00,0.1,12.7,NA,0,2
BVR,100,2019-10-04 12:00:00,0.1,1.1,NA,0,2
BVR,20,2019-10-04 12:00:00,0.1,14.1,NA,0,2
BVR,200,2019-10-04 12:00:00,0.1,1.3,NA,0,2
BVR,30,2019-10-04 12:00:00,0.1,15.8,NA,0,2
BVR,45,2019-10-04 12:00:00,0.1,8.2,NA,0,2
BVR,50,2019-10-04 12:00:00,0.1,8.6,NA,0,2
FCR,1,2019-10-04 12:00:00,0.1,1.8,NA,0,2
FCR,100,2019-10-04 12:00:00,0.1,0.3,NA,0,2
FCR,101,2019-10-04 12:00:00,0.1,0.2,NA,0,2
FCR,102,2019-10-04 12:00:00,0.1,0.3,NA,0,2
FCR,20,2019-10-04 12:00:00,0.1,36.4,NA,0,2
FCR,200,2019-10-04 12:00:00,0.1,1.5,NA,0,2
FCR,30,2019-10-04 12:00:00,0.1,39.1,NA,0,2
FCR,45,2019-10-04 12:00:00,0.1,39.5,NA,0,2
FCR,50,2019-10-04 12:00:00,0.1,38.7,NA,0,2
FCR,99,2019-10-04 12:00:00,0.1,0.3,NA,0,2
BVR,50,2019-05-16 12:00:00,6,40.9,13.7,0,0
BVR,50,2019-05-23 12:00:00,6,2,1.8,0,0
FCR,50,2019-08-05 12:00:00,3.8,11.7,7,0,0
BVR,50,2019-06-13 12:00:00,6,27.1,-18.4,0,4
BVR,50,2019-04-29 12:00:00,6,23.3,5.9,0,0
FCR,50,2019-05-27 12:00:00,5,3.6,4,0,0
FCR,50,2019-06-17 12:00:00,3.8,5.5,3.3,0,0
FCR,50,2019-06-10 12:00:00,5,3.2,3.9,0,0
BVR,50,2019-06-27 12:00:00,6,2.3,2.4,0,0
BVR,50,2019-05-30 12:00:00,6,2.9,1.5,0,0
FCR,50,2019-06-24 12:00:00,0.1,6.7,1.9,0,0
FCR,50,2019-06-17 12:00:00,5,4,3.6,0,0
FCR,50,2019-06-03 12:00:00,0.1,4.1,2.1,0,0
FCR,50,2019-08-19 12:00:00,5,20.6,7.3,0,0
FCR,50,2019-06-10 12:00:00,3.8,4.2,3,0,0
FCR,50,2019-08-19 12:00:00,3.8,13.8,13.2,0,0
FCR,50,2019-05-27 12:00:00,0.1,1.6,1.2,0,0
FCR,50,2019-08-28 12:00:00,3.8,31.6,14.1,0,0
FCR,50,2019-08-19 12:00:00,0.1,26.8,6.4,0,0
FCR,50,2019-08-28 12:00:00,0.1,24.1,6.2,0,0
FCR,50,2019-08-19 12:00:00,1.6,27.5,5,0,0
