"1","20","30","45","50","100","200","99","101","102"
1,0.942857142857143,1,0.828571428571429,0.942857142857143,NA,NA,-0.885714285714286,NA,NA
0.942857142857143,1,0.964285714285714,0.964285714285714,0.964285714285714,NA,NA,NA,NA,NA
1,0.964285714285714,1,0.892857142857143,0.928571428571429,NA,NA,-0.885714285714286,NA,NA
0.828571428571429,0.964285714285714,0.892857142857143,1,0.928571428571429,NA,NA,NA,NA,NA
0.942857142857143,0.964285714285714,0.928571428571429,0.928571428571429,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,0.828571428571429,-0.927633657043918
NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-0.885714285714286,NA,-0.885714285714286,NA,NA,NA,NA,1,NA,-0.811679449913428
NA,NA,NA,NA,NA,0.828571428571429,NA,NA,1,-0.927633657043918
NA,NA,NA,NA,NA,-0.927633657043918,NA,-0.811679449913428,-0.927633657043918,1
